playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,DuelsWon,SavesMade-Parried,UnsuccessfulLongPasses,GoalAssists,PenaltyGoalsConceded,YellowCards,PenaltiesConceded,TotalLossesOfPossession,GoalsConcededOutsideBox,GoalKicks,TotalUnsuccessfulPasses(ExclCrosses&Corners),GkUnsuccessfulDistribution,TotalPasses,AerialDuelsWon,TotalFoulsWon,Drops,Recoveries,GamesPlayed,TotalTackles,Starts,TotalSuccessfulPasses(ExclCrosses&Corners),SuccessfulShortPasses,Catches,TotalFoulsConceded,AerialDuels,GkSuccessfulDistribution,PenaltiesFaced,Appearances,FoulAttemptedTackle,SuccessfulLaunches,Touches,SuccessfulPassesOppositionHalf,SuccessfulLongPasses,UnsuccessfulPassesOppositionHalf,CrossesNotClaimed,SavesMadeFromOutsideBox,SavesMade-Caught,UnsuccessfulPassesOwnHalf,LeftsidePasses,GoalsConcededInsideBox,ForwardPasses,DuelsLost,SavesMadeFromInsideBox,Putthrough/blockedDistribution,Duels,GroundDuels,KeyPasses(attemptAssists),UnsuccessfulShortPasses,SuccessfulOpenPlayPasses,UnsuccessfulLaunches,Index,TacklesWon,SavesMade,TotalClearances,OpenPlayPasses,SuccessfulPassesOwnHalf,Assists(intentional),CleanSheets,RightsidePasses,GroundDuelsWon,TimePlayed,Punches,GoalkeeperSmother,GroundDuelsLost,WinningGoal,PenaltiesSaved,Putthrough/blockedDistributionWon,SavesFromPenalty,CornersWon,SubstituteOff,SubstituteOn,HandballsConceded,TotalRedCards,SuccessfulDribbles,AerialDuelsLost,StraightRedCards,TimesTackled,UnsuccessfulLay-offs,TotalTouchesInOppositionBox,TotalShots,ShotsOffTarget(incWoodwork),TacklesLost,ShotsOnTarget(IncGoals),Interceptions,OwnGoalScored,ThrowInsToOwnPlayer,SuccessfulCrosses&Corners,SuccessfulCrossesOpenPlay,BlockedShots,GoalsFromInsideBox,UnsuccessfulCornersIntoBox,SuccessfulCornersIntoBox,ThrowInsToOppositionPlayer,CornersTaken(inclShortCorners),Goals,SuccessfulLay-offs,PenaltiesTaken,Blocks,RightFootGoals,Offsides,BackwardPasses,SecondGoalAssists,UnsuccessfulCrosses&Corners,UnsuccessfulCrossesOpenPlay,ThroughBalls,Overruns,UnsuccessfulDribbles,HomeGoals,AwayGoals,LeftFootGoals,LastPlayerTackle,HeadedGoals,OtherGoals,AttemptsFromSetPieces,ClearancesOffTheLine,RedCards-2ndYellow,PenaltyGoals,FoulWonPenalty,GoalsFromOutsideBox,PenaltiesOffTarget,SetPiecesGoals
cpl::Football_Player::41f23e52e26541bca62d8378fafc1953,F. Aird,Cavalry,Defender,2024,defender,28,2178,3,4,12,7,9,4,23,28,7,2,4,0,0,83.0,24,0.99,73,0,1,1,0,0,0,0,62.16,47.18,41.67,18.82,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,,84.0,4.0,2.0,4.0,,400.0,5.0,,223.0,,1290.0,10.0,7.0,,91.0,28.0,37.0,24.0,1067.0,983.0,,28.0,24.0,,,28.0,14.0,11.0,1920.0,711.0,84.0,299.0,,,,51.0,505.0,19.0,472.0,75.0,,45.0,142.0,118.0,60.0,139.0,1012.0,46.0,10.0,23.0,,36.0,1225.0,423.0,3.0,5.0,58.0,57.0,2178.0,,,61.0,2.0,,14.0,,23.0,11.0,4.0,1.0,,14.0,14.0,,18.0,,27.0,12.0,3.0,14.0,9.0,18.0,,203.0,67.0,35.0,6.0,3.0,33.0,24.0,11.0,73.0,3.0,1.0,1.0,5.0,3.0,2.0,255.0,1.0,127.0,76.0,3.0,2.0,13.0,1.0,2.0,,,,,,,,,,,,
cpl::Football_Player::2765417c9ab14808ae40c91c05077259,M. Harms,Cavalry,Defender,2024,defender,5,271,0,0,1,0,1,0,3,1,2,0,0,0,0,85.0,1,0.33,0,0,0,0,0,0,0,0,42.86,50.0,66.67,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,,5.0,,1.0,,,46.0,,,20.0,,132.0,2.0,2.0,,11.0,5.0,7.0,3.0,112.0,111.0,,1.0,3.0,,,5.0,1.0,,217.0,54.0,1.0,17.0,,,,9.0,44.0,1.0,48.0,13.0,,4.0,26.0,23.0,,15.0,110.0,4.0,10.0,3.0,,7.0,130.0,58.0,,1.0,13.0,11.0,271.0,,,12.0,0.0,,,,2.0,2.0,2.0,,,2.0,1.0,,7.0,,4.0,1.0,,4.0,1.0,1.0,,31.0,,,,,,,5.0,,,,,,,,27.0,,6.0,6.0,,2.0,5.0,,,,,,,,,,,,,,
cpl::Football_Player::2dd1997d40764eb08c0b5287219a3269,B. Kamdem,Cavalry,Defender,2024,defender,21,1739,1,3,10,4,1,3,22,18,22,1,6,0,0,81.0,22,1.14,0,0,1,0,0,0,0,0,64.71,57.14,56.41,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,,76.0,3.0,2.0,6.0,1.0,252.0,4.0,,156.0,,782.0,22.0,22.0,,57.0,21.0,34.0,19.0,626.0,596.0,,18.0,39.0,,,21.0,10.0,7.0,1197.0,276.0,30.0,135.0,,,,45.0,42.0,18.0,312.0,63.0,,30.0,147.0,108.0,10.0,80.0,602.0,42.0,10.0,22.0,,44.0,757.0,358.0,1.0,4.0,264.0,62.0,1739.0,,,46.0,0.0,,12.0,,4.0,4.0,2.0,1.0,,8.0,17.0,,22.0,,20.0,10.0,9.0,12.0,1.0,11.0,,119.0,8.0,8.0,2.0,1.0,,,35.0,,1.0,,,11.0,,1.0,164.0,,24.0,24.0,,1.0,13.0,1.0,0.0,1.0,,,,,,,,,,,
cpl::Football_Player::aaacbf86bfeb43ef894d906fd5aa7bdb,J. Alphonse,Wanderers,Defender,2024,defender,17,796,0,0,3,0,0,0,13,9,7,0,4,0,0,90.0,15,1.7,0,0,0,0,0,0,0,0,72.22,59.74,58.33,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,,19.0,,1.0,4.0,1.0,52.0,3.0,2.0,41.0,,403.0,14.0,7.0,,36.0,17.0,18.0,7.0,362.0,341.0,,9.0,24.0,2.0,,17.0,6.0,4.0,531.0,98.0,21.0,19.0,,,,22.0,117.0,12.0,151.0,31.0,,13.0,77.0,53.0,,22.0,347.0,12.0,10.0,13.0,,37.0,386.0,264.0,,1.0,114.0,32.0,796.0,,,21.0,0.0,,10.0,,,1.0,10.0,,,7.0,10.0,,4.0,,3.0,3.0,3.0,5.0,,9.0,,5.0,,,,,,,,,,,,5.0,,,21.0,,,,,,2.0,,,,1.0,,,,,,,,,,
cpl::Football_Player::9e824d03d70a46fe9d571a6ea8b26a28,N. Mekidèche,Wanderers,Defender,2024,defender,7,630,2,0,8,2,5,0,7,7,7,2,2,0,0,87.0,8,1.14,0,0,0,0,0,0,0,0,70.0,64.15,57.14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,,24.0,,1.0,2.0,1.0,50.0,1.0,2.0,44.0,,327.0,16.0,7.0,,29.0,7.0,10.0,7.0,283.0,272.0,,7.0,28.0,2.0,,7.0,3.0,3.0,418.0,68.0,11.0,21.0,,,,23.0,99.0,7.0,103.0,19.0,,4.0,53.0,25.0,,20.0,270.0,18.0,10.0,7.0,,31.0,312.0,215.0,,1.0,96.0,18.0,630.0,,,7.0,0.0,,2.0,,1.0,,,,,1.0,12.0,,1.0,,13.0,8.0,3.0,3.0,5.0,8.0,,6.0,,,3.0,2.0,,,,,2.0,,,1.0,,2.0,29.0,,,,,,,1.0,1.0,,,2.0,,,,,,,,,
cpl::Football_Player::24a77d6eb2fd4d2d875f2d3fbab2679b,R. Ferrazzo,Wanderers,Defender,2024,defender,20,817,2,1,11,3,6,1,19,18,20,3,1,0,0,77.0,14,1.54,0,0,0,0,0,0,0,0,70.37,50.0,50.0,29.17,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,,23.0,1.0,1.0,1.0,,137.0,1.0,,80.0,,344.0,12.0,20.0,,48.0,20.0,27.0,8.0,264.0,254.0,,18.0,24.0,,,20.0,6.0,1.0,554.0,156.0,10.0,75.0,,,,22.0,126.0,13.0,114.0,62.0,,19.0,124.0,100.0,7.0,57.0,263.0,11.0,10.0,19.0,,9.0,343.0,115.0,1.0,1.0,24.0,50.0,817.0,,,50.0,0.0,,7.0,,8.0,6.0,12.0,,,4.0,12.0,,17.0,1.0,21.0,11.0,5.0,8.0,6.0,10.0,,39.0,7.0,7.0,2.0,2.0,,,8.0,,2.0,2.0,,1.0,1.0,3.0,80.0,,17.0,17.0,2.0,2.0,11.0,1.0,1.0,1.0,,,,,,,,,,,
cpl::Football_Player::6aa006d1cfcb4e3c92a2de560fa893f6,C. Montgomery,Cavalry,Defender,2024,defender,23,1306,1,0,8,1,3,0,10,10,7,1,1,0,0,84.0,16,1.1,0,0,0,0,0,0,0,0,66.67,71.43,78.79,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,,72.0,,2.0,1.0,,164.0,5.0,,151.0,,931.0,52.0,7.0,,55.0,23.0,15.0,14.0,780.0,708.0,,10.0,66.0,,,23.0,1.0,13.0,1092.0,227.0,72.0,102.0,,,,51.0,245.0,11.0,365.0,30.0,,11.0,105.0,39.0,4.0,79.0,754.0,40.0,10.0,10.0,,63.0,904.0,553.0,,2.0,259.0,23.0,1306.0,,,16.0,1.0,,5.0,,2.0,3.0,9.0,,,1.0,14.0,,,,21.0,8.0,5.0,5.0,3.0,13.0,,8.0,,,1.0,1.0,,,7.0,,1.0,,,8.0,,1.0,62.0,,2.0,2.0,,,,1.0,0.0,,,,1.0,,,,,,,,
cpl::Football_Player::a22a6c20e107412398d843c4ab034577,R. Romeo,Vancouver,Defender,2024,defender,23,2025,2,0,9,2,4,0,11,19,5,2,5,0,0,85.0,36,1.6,0,0,0,0,0,0,0,0,68.75,50.74,58.02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,,90.0,,3.0,5.0,,200.0,1.0,,182.0,,1187.0,47.0,5.0,,86.0,23.0,16.0,22.0,1005.0,870.0,,19.0,81.0,,,23.0,5.0,20.0,1410.0,327.0,135.0,119.0,,,,63.0,440.0,35.0,492.0,67.0,,10.0,136.0,55.0,5.0,92.0,969.0,45.0,10.0,11.0,,96.0,1149.0,678.0,,4.0,202.0,22.0,2025.0,,,33.0,1.0,,8.0,,1.0,,1.0,,,1.0,34.0,,4.0,1.0,24.0,9.0,5.0,5.0,4.0,17.0,,2.0,,,2.0,2.0,,,,,2.0,,,16.0,1.0,2.0,53.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
cpl::Football_Player::04974dd93657419b8440025eca4e2ef0,T. Field,Cavalry,Defender,2024,defender,21,1613,0,0,4,0,1,0,41,18,3,0,3,0,0,87.0,14,0.78,12,0,0,0,0,0,0,0,71.93,57.97,42.86,18.52,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,,68.0,,3.0,3.0,,188.0,2.0,,140.0,,1069.0,15.0,3.0,,70.0,21.0,57.0,19.0,929.0,859.0,,18.0,35.0,,,21.0,8.0,15.0,1399.0,415.0,70.0,108.0,,,,51.0,131.0,12.0,452.0,58.0,,28.0,138.0,103.0,11.0,72.0,898.0,41.0,10.0,41.0,,42.0,1035.0,522.0,,6.0,386.0,65.0,1613.0,,,38.0,0.0,,10.0,,5.0,5.0,2.0,,,5.0,20.0,,11.0,,8.0,4.0,3.0,16.0,1.0,28.0,1.0,98.0,8.0,5.0,,,4.0,3.0,7.0,12.0,,2.0,,5.0,,,100.0,,19.0,15.0,,,4.0,,,,,,,1.0,,,,,,,
cpl::Football_Player::c314ef65be194ced895c50a72967def8,D. Klomp,Cavalry,Defender,2024,defender,29,2610,6,1,31,7,11,1,21,30,11,0,7,0,0,87.0,28,0.97,0,0,1,0,0,0,0,0,48.84,59.39,66.67,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0,,104.0,1.0,3.0,7.0,1.0,268.0,5.0,2.0,227.0,,1694.0,92.0,11.0,,114.0,29.0,43.0,29.0,1467.0,1374.0,,30.0,138.0,2.0,,29.0,14.0,10.0,2045.0,519.0,93.0,169.0,,,,65.0,493.0,23.0,625.0,106.0,,23.0,261.0,123.0,9.0,123.0,1431.0,54.0,10.0,21.0,,99.0,1653.0,950.0,,8.0,467.0,63.0,2610.0,,,60.0,2.0,,12.0,,7.0,,,,,9.0,46.0,,16.0,,65.0,31.0,20.0,22.0,11.0,27.0,,8.0,2.0,2.0,6.0,6.0,,,2.0,,6.0,3.0,,25.0,1.0,,109.0,,7.0,7.0,,2.0,5.0,5.0,1.0,1.0,,4.0,,,,,,,,,
cpl::Football_Player::c985b08f36864c8a982efe437d5a2fe6,D. Mavakala,Wanderers,Defender,2024,defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::4da84a61c12443e48f9c5d0dd8f2f3ae,K. Dada-Luke,Pacific,Defender,2024,defender,27,2201,0,1,1,1,1,1,49,16,48,1,2,0,0,80.0,34,1.39,0,0,0,0,0,0,0,0,70.0,59.52,47.37,23.46,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0,,47.0,1.0,1.0,2.0,,397.0,6.0,1.0,153.0,,739.0,27.0,48.0,,101.0,27.0,70.0,24.0,586.0,552.0,,16.0,57.0,1.0,,27.0,9.0,13.0,1482.0,349.0,34.0,149.0,,,,66.0,273.0,28.0,289.0,119.0,,41.0,294.0,237.0,24.0,106.0,568.0,34.0,10.0,49.0,,50.0,720.0,256.0,1.0,5.0,32.0,148.0,2201.0,,,89.0,0.0,,19.0,,17.0,3.0,3.0,,,31.0,30.0,,61.0,,27.0,1.0,,21.0,1.0,52.0,,160.0,19.0,19.0,2.0,,,,61.0,,,,,5.0,,1.0,145.0,,62.0,62.0,2.0,11.0,35.0,,,,,,,,1.0,,,,,,
cpl::Football_Player::360a1cff07aa439cb939b0d0d222b08c,J. Dunn,Wanderers,Defender,2024,defender,10,835,0,0,4,0,1,0,8,5,0,0,1,0,0,87.0,15,1.62,0,0,0,0,0,0,0,0,80.0,70.83,74.07,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,,24.0,,1.0,1.0,1.0,69.0,2.0,3.0,59.0,,434.0,20.0,,,38.0,10.0,10.0,10.0,375.0,356.0,,5.0,27.0,3.0,,10.0,4.0,4.0,513.0,73.0,19.0,34.0,,,,26.0,164.0,13.0,153.0,14.0,,4.0,48.0,21.0,3.0,35.0,367.0,17.0,10.0,8.0,,27.0,424.0,302.0,,1.0,107.0,14.0,835.0,,,7.0,0.0,,,,1.0,1.0,,,,4.0,7.0,,2.0,,16.0,4.0,3.0,2.0,1.0,8.0,,2.0,,,,,,,,,,,,2.0,,,10.0,,1.0,1.0,,,,,,,,,,,,,,,,,
cpl::Football_Player::d46e06f14e0d47e58d6f5f00e1eabfa9,T. Meilleur-Giguère,Pacific,Defender,2024,defender,28,2432,3,0,10,3,4,0,13,12,10,1,3,0,0,85.0,34,1.26,0,0,0,0,0,0,0,0,50.0,67.66,71.96,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,,103.0,,1.0,3.0,1.0,220.0,6.0,10.0,205.0,,1345.0,77.0,10.0,,86.0,28.0,26.0,27.0,1140.0,1053.0,,12.0,107.0,10.0,,28.0,6.0,23.0,1651.0,283.0,87.0,133.0,,,,72.0,455.0,28.0,551.0,54.0,,13.0,167.0,60.0,3.0,102.0,1097.0,56.0,10.0,13.0,,142.0,1300.0,857.0,,9.0,283.0,36.0,2432.0,,,24.0,0.0,,6.0,,5.0,,1.0,1.0,,1.0,30.0,,3.0,,27.0,10.0,6.0,13.0,4.0,36.0,,9.0,,,3.0,3.0,,,,,3.0,,,17.0,1.0,1.0,56.0,,,,,,2.0,2.0,1.0,,,2.0,,,1.0,,,,,,
cpl::Football_Player::d1f55ff48211437dbc695c82aa0f9d15,C. Loughrey,Wanderers,Defender,2024,defender,17,1247,1,0,8,1,3,0,12,11,7,0,1,1,0,86.0,21,1.52,0,0,1,0,0,0,0,0,63.16,58.33,59.46,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,,51.0,,2.0,1.0,,108.0,2.0,14.0,94.0,,656.0,22.0,7.0,,46.0,17.0,19.0,14.0,562.0,519.0,,11.0,37.0,14.0,,17.0,10.0,6.0,812.0,175.0,43.0,63.0,,,,32.0,135.0,19.0,241.0,35.0,,8.0,84.0,47.0,3.0,43.0,526.0,30.0,10.0,12.0,,51.0,620.0,388.0,,3.0,254.0,27.0,1247.0,,,20.0,0.0,,4.0,,2.0,4.0,3.0,,1.0,1.0,15.0,,3.0,,16.0,8.0,5.0,7.0,3.0,5.0,1.0,5.0,1.0,1.0,3.0,1.0,,,,,1.0,,,18.0,,,26.0,,1.0,1.0,2.0,1.0,,1.0,0.0,1.0,,,,,1.0,1.0,,,,,
cpl::Football_Player::fb189b88380942cc9861e75621409177,J. Cameron,Vancouver,Defender,2024,defender,17,1146,0,0,4,0,0,0,32,29,18,1,4,1,0,78.0,15,1.18,0,0,0,0,0,0,0,0,64.0,56.67,47.37,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0,,20.0,,,4.0,,195.0,1.0,,103.0,,450.0,18.0,18.0,,57.0,17.0,50.0,13.0,347.0,332.0,,29.0,38.0,,,17.0,12.0,4.0,792.0,167.0,15.0,88.0,,,,37.0,64.0,14.0,145.0,78.0,,27.0,180.0,142.0,5.0,83.0,347.0,10.0,10.0,32.0,,18.0,450.0,184.0,,3.0,126.0,84.0,1146.0,,,58.0,0.0,,10.0,,5.0,3.0,4.0,,1.0,16.0,20.0,,16.0,,24.0,4.0,4.0,18.0,,15.0,,87.0,4.0,4.0,,,,,35.0,,,,,4.0,,1.0,115.0,,22.0,22.0,1.0,1.0,7.0,,,,,,,,,1.0,,,,,
cpl::Football_Player::dbd8bd41aa5a42158cc6c3a4c952bfdf,Z. Fernandez,Wanderers,Defender,2024,defender,25,1941,2,1,13,3,7,1,39,29,56,3,7,1,0,85.0,34,1.58,0,0,0,0,0,0,0,0,60.94,65.15,51.22,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.0,,23.0,1.0,3.0,7.0,,237.0,4.0,,151.0,,950.0,21.0,56.0,,79.0,25.0,64.0,22.0,799.0,783.0,,29.0,41.0,,,25.0,14.0,6.0,1458.0,448.0,16.0,124.0,,,,46.0,274.0,30.0,385.0,84.0,,42.0,241.0,200.0,16.0,128.0,770.0,9.0,10.0,39.0,,29.0,920.0,357.0,1.0,1.0,145.0,136.0,1941.0,,,64.0,1.0,,19.0,,10.0,7.0,3.0,1.0,1.0,16.0,20.0,1.0,21.0,,55.0,13.0,6.0,25.0,7.0,34.0,,140.0,6.0,6.0,2.0,2.0,,,14.0,,2.0,1.0,,7.0,1.0,3.0,146.0,,19.0,19.0,,4.0,13.0,1.0,1.0,,,1.0,,,,,,,,,
cpl::Football_Player::3ebb1a23b8bf4400bf5519f616825cad,K. Sow,Wanderers,Defender,2024,defender,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.0,,,,,1.0,,,1.0,,20.0,,,,,1.0,,1.0,19.0,18.0,,,,,,1.0,,,21.0,7.0,1.0,1.0,,,,,2.0,,6.0,,,,,,1.0,,17.0,,10.0,,,1.0,18.0,12.0,,,8.0,,28.0,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::91a17f348e28482898c8dbc5480ad503,P. Amedume,Pacific,Defender,2024,defender,11,587,0,0,0,0,0,0,7,3,6,1,0,0,0,89.0,7,1.07,0,0,0,0,0,0,0,0,63.64,64.1,53.33,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,,14.0,,1.0,,,43.0,2.0,2.0,37.0,,319.0,8.0,6.0,,20.0,11.0,11.0,7.0,282.0,275.0,,3.0,15.0,2.0,,11.0,2.0,1.0,392.0,50.0,7.0,14.0,,,,23.0,108.0,5.0,103.0,14.0,,8.0,39.0,24.0,,23.0,272.0,8.0,10.0,7.0,,22.0,308.0,232.0,,1.0,84.0,17.0,587.0,,,7.0,0.0,,4.0,,,3.0,4.0,,,,7.0,,1.0,,,,,4.0,,4.0,,2.0,,,,,,,,,,,,6.0,,1.0,24.0,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::62be7b2bf33146d18671152252f95575,K. Ceceri,Pacific,Defender,2024,defender,11,800,0,0,2,0,0,0,7,7,3,2,1,1,0,75.0,14,1.58,0,0,0,0,0,0,0,0,70.0,65.0,71.88,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,,52.0,,,1.0,,109.0,3.0,1.0,96.0,,380.0,23.0,3.0,,34.0,11.0,10.0,9.0,284.0,255.0,,7.0,32.0,1.0,,11.0,6.0,6.0,483.0,98.0,29.0,67.0,,,,30.0,53.0,11.0,182.0,21.0,,13.0,60.0,28.0,1.0,44.0,278.0,22.0,10.0,7.0,,31.0,372.0,186.0,,1.0,131.0,16.0,800.0,,,12.0,0.0,,5.0,,1.0,2.0,2.0,,1.0,3.0,9.0,,,,7.0,2.0,2.0,3.0,,12.0,1.0,5.0,,,1.0,,,,5.0,,,,,5.0,,2.0,14.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,
cpl::Football_Player::2bffc15ee6604487b728ad495bae8317,J. Royer,Wanderers,Defender,2024,defender,1,14,0,0,0,0,0,0,1,1,1,0,0,0,0,63.0,1,6.43,0,0,0,0,0,0,0,0,100.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,,2.0,,,,,3.0,,,3.0,,8.0,,1.0,,,1.0,1.0,,5.0,4.0,,1.0,,,,1.0,1.0,,13.0,2.0,1.0,,,,,3.0,,1.0,4.0,2.0,,1.0,4.0,4.0,,1.0,5.0,2.0,10.0,1.0,,,8.0,3.0,,,2.0,2.0,14.0,,,2.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::c3b03cc1de7848cdaaca16450017b36d,D. Nimick,Wanderers,Defender,2024,defender,24,2003,8,3,24,11,13,3,21,32,23,0,5,2,0,84.0,34,1.53,0,0,1,8,7,0,0,0,60.0,62.9,72.46,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0,,101.0,3.0,2.0,5.0,1.0,237.0,6.0,,205.0,,1260.0,50.0,23.0,,88.0,24.0,35.0,23.0,1055.0,928.0,,32.0,69.0,,,24.0,8.0,15.0,1567.0,450.0,127.0,144.0,,,,64.0,469.0,28.0,575.0,69.0,,25.0,186.0,117.0,10.0,104.0,985.0,43.0,10.0,21.0,,80.0,1183.0,610.0,2.0,1.0,147.0,67.0,2003.0,,,50.0,2.0,,11.0,,5.0,1.0,1.0,1.0,2.0,10.0,19.0,,16.0,,46.0,24.0,11.0,14.0,13.0,17.0,3.0,24.0,5.0,5.0,2.0,8.0,,,2.0,,8.0,2.0,8.0,12.0,7.0,,69.0,,3.0,3.0,,,3.0,5.0,3.0,,,1.0,,,1.0,2.0,7.0,,,,
cpl::Football_Player::8acd7b030e09457dacf4d02078701836,Allan Enyou,Vancouver,Defender,2024,defender,23,1916,0,0,4,0,1,0,27,14,7,0,4,0,0,83.0,30,1.41,0,0,0,0,0,0,0,0,69.23,57.45,63.04,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,,110.0,,2.0,4.0,1.0,229.0,2.0,1.0,184.0,,1054.0,29.0,7.0,,104.0,23.0,39.0,22.0,870.0,812.0,,14.0,46.0,1.0,,23.0,9.0,11.0,1312.0,227.0,58.0,113.0,,,,76.0,226.0,28.0,377.0,60.0,,22.0,141.0,95.0,,74.0,844.0,69.0,10.0,27.0,,66.0,1027.0,645.0,,3.0,362.0,52.0,1916.0,,,43.0,0.0,,13.0,,1.0,2.0,1.0,,,7.0,17.0,,15.0,,5.0,4.0,3.0,12.0,1.0,19.0,,20.0,2.0,2.0,2.0,,,,10.0,,,,,9.0,,,89.0,,5.0,5.0,1.0,,8.0,,,,,,,,,,,,,,
cpl::Football_Player::f3ffebc2701c4e608f9f5055198c5ec9,D. Norman,Vancouver,Defender,2024,defender,17,1102,1,0,3,1,3,0,12,12,7,1,3,0,0,87.0,19,1.55,0,0,0,0,0,0,0,0,66.67,58.23,60.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,,41.0,,2.0,3.0,1.0,97.0,,,85.0,,614.0,21.0,7.0,,34.0,17.0,18.0,14.0,529.0,473.0,,12.0,35.0,,,17.0,4.0,11.0,758.0,143.0,56.0,61.0,,,,25.0,130.0,19.0,230.0,33.0,,8.0,79.0,44.0,5.0,44.0,512.0,23.0,10.0,12.0,,56.0,596.0,387.0,,3.0,228.0,25.0,1102.0,,,19.0,0.0,,3.0,,,6.0,3.0,1.0,,,14.0,,3.0,,13.0,3.0,,6.0,3.0,9.0,,1.0,1.0,1.0,3.0,1.0,,,,,1.0,,,9.0,,1.0,26.0,,1.0,1.0,1.0,,,1.0,0.0,1.0,,,,,,,,,,,
cpl::Football_Player::3f2d3c2444df4c23b5e35783047ed538,A. White,Vancouver,Defender,2024,defender,1,90,0,0,0,0,0,0,1,0,0,0,0,0,0,92.0,1,1.0,0,0,0,0,0,0,0,0,100.0,37.5,28.57,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,,1.0,,,,,4.0,,,3.0,,37.0,2.0,,,,1.0,1.0,1.0,34.0,33.0,,,7.0,,,1.0,,,48.0,3.0,1.0,2.0,,,,1.0,10.0,1.0,7.0,5.0,,,8.0,1.0,,2.0,34.0,,10.0,1.0,,5.0,37.0,31.0,,,18.0,1.0,90.0,,,,0.0,,,,,,,,,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,
