playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,TimePlayed,Touches,SavesMadeFromOutsideBox,Punches,SuccessfulDribbles,Appearances,AerialDuelsWon,Duels,TotalTackles,TotalPasses,GoalkeeperSmother,SuccessfulOpenPlayPasses,Catches,TotalLossesOfPossession,UnsuccessfulLaunches,SuccessfulLongPasses,SuccessfulShortPasses,GkUnsuccessfulDistribution,SavesMade-Caught,Starts,Recoveries,CleanSheets,TotalClearances,UnsuccessfulPassesOwnHalf,SavesMadeFromInsideBox,TotalFoulsWon,PenaltiesFaced,PenaltiesConceded,TotalUnsuccessfulPasses(ExclCrosses&Corners),DuelsWon,GamesPlayed,TotalSuccessfulPasses(ExclCrosses&Corners),GoalsConcededOutsideBox,SavesMade,SuccessfulPassesOppositionHalf,GoalsConcededInsideBox,RightsidePasses,ForwardPasses,TotalFoulsConceded,FoulAttemptedTackle,YellowCards,LeftsidePasses,OwnGoalScored,SavesMade-Parried,SuccessfulLaunches,TacklesLost,DuelsLost,UnsuccessfulLongPasses,UnsuccessfulPassesOppositionHalf,AerialDuels,SuccessfulPassesOwnHalf,Index,Drops,GroundDuels,GkSuccessfulDistribution,PenaltyGoalsConceded,UnsuccessfulShortPasses,OpenPlayPasses,GroundDuelsLost,GroundDuelsWon,HomeGoals,AwayGoals,WinningGoal,PenaltiesSaved,SavesFromPenalty,CornersWon,SubstituteOff,HandballsConceded,AerialDuelsLost,Interceptions,CrossesNotClaimed,TacklesWon,KeyPasses(attemptAssists),StraightRedCards,TotalRedCards,Putthrough/blockedDistributionWon,Putthrough/blockedDistribution,UnsuccessfulLay-offs,SubstituteOn,TimesTackled,UnsuccessfulDribbles,ThrowInsToOppositionPlayer,ShotsOffTarget(incWoodwork),UnsuccessfulCrosses&Corners,TotalShots,GoalAssists,SuccessfulCrossesOpenPlay,Assists(intentional),ThroughBalls,BackwardPasses,TotalTouchesInOppositionBox,SuccessfulCrosses&Corners,Offsides,ThrowInsToOwnPlayer,UnsuccessfulCrossesOpenPlay,Blocks,GoalsFromInsideBox,RightFootGoals,BlockedShots,ShotsOnTarget(IncGoals),Goals,HeadedGoals,SecondGoalAssists,CornersTaken(inclShortCorners),UnsuccessfulCornersIntoBox,SuccessfulCornersIntoBox,LeftFootGoals,SetPiecesGoals,GoalsFromOutsideBox,AttemptsFromSetPieces,SuccessfulLay-offs,PenaltyGoals,PenaltiesTaken,ClearancesOffTheLine,FoulWonPenalty,OtherGoals,LastManTackle,RedCards-2ndYellow,PenaltiesOffTarget
cpl::Football_Player::00cb81880a254ba7957fdb6ee6eec8a8,M. Trafford,Cavalry,Defender,2021,defender,14,1182,0,0,7,0,1,0,7,9,9,1,3,0,56,84.0,10,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182.0,939.0,,,1.0,14.0,21.0,75.0,16.0,805.0,,653.0,,137.0,23.0,73.0,603.0,,,14.0,49.0,6.0,40.0,31.0,,9.0,,,129.0,47.0,14.0,676.0,3.0,,142.0,7.0,308.0,309.0,9.0,4.0,3.0,137.0,,,9.0,9.0,28.0,81.0,99.0,37.0,534.0,10.0,,38.0,5.0,,48.0,772.0,12.0,26.0,0.0,0.0,0.0,,,,2.0,1.0,16.0,18.0,,7.0,1.0,,,5.0,6.0,,,3.0,3.0,,6.0,1.0,7.0,,,,,51.0,12.0,,1.0,9.0,1.0,9.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::b131e479cff24c5f99ea9187ee25f527,Eriks Santos,Wanderers,Defender,2021,defender,18,1427,0,0,4,0,1,0,22,21,9,0,2,1,70,80.0,21,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427.0,916.0,,,4.0,18.0,24.0,126.0,36.0,705.0,,536.0,,178.0,18.0,35.0,524.0,,,16.0,103.0,5.0,43.0,57.0,,9.0,,1.0,146.0,73.0,18.0,559.0,5.0,,176.0,16.0,230.0,353.0,21.0,15.0,2.0,85.0,,,5.0,14.0,53.0,63.0,92.0,34.0,383.0,10.0,,92.0,,,83.0,679.0,43.0,49.0,0.0,0.0,0.0,,,3.0,3.0,1.0,10.0,23.0,,22.0,1.0,1.0,1.0,8.0,16.0,,2.0,4.0,2.0,6.0,3.0,3.0,4.0,,,,1.0,37.0,8.0,,,16.0,3.0,6.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,
cpl::Football_Player::3d491de2b55343c2990181e2b04da353,M. Doner,York,Defender,2021,defender,20,1776,0,3,5,0,4,3,21,9,49,1,3,0,55,87.0,26,1.32,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776.0,1336.0,,,33.0,20.0,16.0,196.0,25.0,783.0,,661.0,,255.0,9.0,51.0,627.0,,,20.0,128.0,5.0,19.0,49.0,,49.0,,,105.0,123.0,20.0,678.0,6.0,,345.0,20.0,18.0,214.0,9.0,5.0,3.0,334.0,,,4.0,4.0,73.0,21.0,108.0,29.0,354.0,10.0,,167.0,,1.0,84.0,763.0,60.0,107.0,0.0,0.0,0.0,,,20.0,2.0,,13.0,16.0,,21.0,17.0,,,14.0,44.0,,,36.0,24.0,13.0,1.0,52.0,5.0,3.0,21.0,2.0,,217.0,26.0,21.0,1.0,169.0,50.0,9.0,,,,4.0,,,,2.0,2.0,,,,,,,,,,,,,,
cpl::Football_Player::9872d0a42804454098f50f548fd3f290,P. Schaale,Wanderers,Defender,2021,defender,21,1679,1,1,17,0,6,1,9,18,3,4,4,0,63,75.0,24,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679.0,1112.0,,,2.0,21.0,40.0,127.0,26.0,866.0,,614.0,,242.0,33.0,91.0,558.0,,,18.0,72.0,6.0,87.0,50.0,,3.0,,,217.0,71.0,21.0,649.0,7.0,,227.0,17.0,115.0,442.0,18.0,10.0,4.0,278.0,,,3.0,17.0,56.0,139.0,168.0,63.0,422.0,10.0,,64.0,,1.0,78.0,820.0,33.0,31.0,1.0,0.0,0.0,,,2.0,1.0,,23.0,26.0,,9.0,6.0,,,9.0,16.0,,3.0,6.0,3.0,,11.0,1.0,17.0,1.0,,1.0,2.0,31.0,19.0,,4.0,1.0,1.0,21.0,1.0,,1.0,6.0,1.0,1.0,,,,,,,,3.0,,,,1.0,,,,,
cpl::Football_Player::7efa8b85b3504cb88554fb705dcc5e4a,M. Farsi,Columbus,Defender,2021,defender,26,2257,1,2,14,0,7,2,28,27,36,8,6,0,32,81.0,28,1.12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257.0,1662.0,,,30.0,26.0,15.0,252.0,42.0,1033.0,,803.0,,402.0,20.0,38.0,791.0,,,24.0,132.0,7.0,25.0,61.0,,36.0,,,204.0,123.0,26.0,829.0,2.0,,470.0,26.0,55.0,319.0,27.0,16.0,6.0,379.0,,,2.0,14.0,129.0,45.0,203.0,46.0,376.0,10.0,,206.0,,4.0,159.0,1003.0,98.0,108.0,1.0,0.0,1.0,,,27.0,1.0,1.0,31.0,19.0,,28.0,24.0,,,21.0,45.0,2.0,2.0,52.0,29.0,14.0,7.0,60.0,14.0,2.0,16.0,2.0,1.0,280.0,78.0,17.0,8.0,162.0,58.0,1.0,1.0,1.0,7.0,7.0,1.0,,,2.0,1.0,,,,,,,,,1.0,1.0,,,,
cpl::Football_Player::a766cd1734d84307a9ace241b64d8ed2,J. Esua,Edmonton,Defender,2021,defender,19,1101,1,0,9,0,4,0,10,7,7,2,1,1,72,79.0,16,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101.0,650.0,,,18.0,19.0,13.0,85.0,11.0,355.0,,277.0,,184.0,11.0,31.0,247.0,,,8.0,77.0,,21.0,23.0,,7.0,,,77.0,49.0,19.0,278.0,2.0,,161.0,14.0,27.0,96.0,7.0,4.0,1.0,141.0,,,7.0,1.0,36.0,20.0,99.0,18.0,129.0,10.0,,67.0,,,57.0,353.0,31.0,36.0,1.0,0.0,0.0,,,10.0,2.0,,5.0,14.0,,10.0,11.0,1.0,1.0,9.0,25.0,,11.0,18.0,15.0,17.0,5.0,45.0,9.0,,12.0,,,91.0,19.0,12.0,2.0,63.0,45.0,1.0,,1.0,1.0,4.0,1.0,,,,,,,,1.0,,,,,,,,,,
cpl::Football_Player::4da84a61c12443e48f9c5d0dd8f2f3ae,K. Dada-Luke,Vancouver FC,Defender,2021,defender,21,971,0,2,2,0,1,2,17,11,25,0,2,0,50,81.0,13,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971.0,754.0,,,32.0,21.0,14.0,172.0,30.0,395.0,,312.0,,192.0,4.0,14.0,305.0,,,10.0,63.0,,17.0,16.0,,25.0,,,76.0,100.0,21.0,319.0,,,185.0,13.0,14.0,107.0,11.0,7.0,2.0,163.0,,,2.0,13.0,72.0,12.0,83.0,28.0,141.0,10.0,,144.0,,2.0,64.0,388.0,58.0,86.0,0.0,0.0,0.0,,,8.0,5.0,1.0,14.0,20.0,,17.0,9.0,,,12.0,17.0,,11.0,36.0,17.0,16.0,1.0,23.0,2.0,2.0,7.0,2.0,,111.0,24.0,7.0,,69.0,23.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,
cpl::Football_Player::edf6ef9ee973485dbbf8b5123cf83a94,K. Chung,Pacific,Defender,2021,defender,26,2279,1,1,4,0,2,1,40,26,18,0,3,0,33,88.0,27,1.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2279.0,1882.0,,,24.0,26.0,11.0,222.0,68.0,1190.0,,1022.0,,317.0,18.0,109.0,927.0,,,25.0,150.0,8.0,39.0,52.0,,18.0,,,154.0,121.0,26.0,1036.0,5.0,,445.0,22.0,142.0,361.0,26.0,17.0,3.0,381.0,,,5.0,28.0,101.0,63.0,147.0,33.0,608.0,10.0,,189.0,,4.0,91.0,1175.0,79.0,110.0,0.0,1.0,1.0,,,11.0,1.0,,22.0,53.0,,40.0,20.0,,,12.0,22.0,,1.0,33.0,20.0,42.0,2.0,45.0,4.0,1.0,16.0,1.0,1.0,306.0,4.0,17.0,,230.0,44.0,2.0,,1.0,1.0,2.0,1.0,,,2.0,1.0,1.0,,,1.0,,4.0,,,,,,,,
cpl::Football_Player::340468323f3841eb8a68a4adfc0f1a9f,J. Geffrard,Wanderers,Defender,2021,defender,11,990,0,0,0,0,0,0,9,6,7,0,2,0,53,89.0,17,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990.0,590.0,,,,11.0,8.0,45.0,13.0,483.0,,408.0,,62.0,7.0,27.0,400.0,,,11.0,51.0,3.0,32.0,30.0,,7.0,,,56.0,28.0,11.0,427.0,5.0,,90.0,12.0,175.0,187.0,6.0,2.0,2.0,107.0,,,3.0,4.0,17.0,22.0,26.0,15.0,337.0,10.0,,30.0,1.0,1.0,34.0,459.0,10.0,20.0,0.0,0.0,0.0,,,1.0,,,7.0,12.0,,9.0,,,,10.0,15.0,,,,,,,,,,,,,14.0,4.0,,,2.0,,11.0,,,1.0,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::5083b85e1cfb4d958a5c46dac093d7be,S. Mabussi,Edmonton,Defender,2021,defender,11,474,0,0,1,0,1,0,7,12,2,3,4,0,76,80.0,5,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474.0,322.0,,,7.0,11.0,10.0,55.0,11.0,197.0,,150.0,,76.0,4.0,3.0,153.0,,,9.0,24.0,,12.0,9.0,,2.0,,,41.0,30.0,11.0,156.0,,,83.0,5.0,83.0,71.0,12.0,6.0,4.0,7.0,,,,4.0,25.0,10.0,49.0,13.0,76.0,10.0,,42.0,,,31.0,190.0,22.0,20.0,0.0,0.0,0.0,,,7.0,9.0,,3.0,13.0,,7.0,3.0,,,,4.0,,2.0,5.0,4.0,4.0,,17.0,1.0,,3.0,,,36.0,6.0,3.0,3.0,32.0,17.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::ecffbc0545a44299817cde31dc6d3aa8,D. Kaiser,Cavalry,Defender,2021,defender,11,492,0,0,0,0,0,0,4,5,3,0,1,0,52,80.0,4,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.0,353.0,,,2.0,11.0,10.0,40.0,6.0,229.0,,174.0,,79.0,5.0,12.0,170.0,,,5.0,20.0,,11.0,12.0,,3.0,,,47.0,21.0,11.0,182.0,,,97.0,4.0,48.0,98.0,5.0,4.0,1.0,35.0,,,,2.0,19.0,11.0,44.0,19.0,88.0,10.0,,21.0,,,36.0,219.0,10.0,11.0,0.0,0.0,0.0,,,3.0,4.0,1.0,9.0,8.0,,4.0,3.0,,,1.0,8.0,1.0,6.0,1.0,,15.0,,9.0,,,3.0,,,48.0,2.0,3.0,,44.0,9.0,3.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,
cpl::Football_Player::64d83d0e50144cfa8a37d01e8c3108b5,H. Gorskie,Edmonton,Defender,2021,defender,25,2045,0,1,7,0,2,1,17,37,38,0,4,0,66,83.0,34,1.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045.0,1301.0,,,7.0,25.0,43.0,201.0,30.0,1057.0,,840.0,,215.0,24.0,130.0,743.0,,,23.0,129.0,4.0,29.0,56.0,,38.0,,,184.0,116.0,25.0,873.0,4.0,,408.0,30.0,272.0,437.0,37.0,15.0,4.0,230.0,,,9.0,13.0,85.0,81.0,135.0,65.0,465.0,10.0,,136.0,,1.0,103.0,1019.0,63.0,73.0,0.0,0.0,0.0,,,1.0,6.0,,22.0,25.0,,17.0,12.0,,,10.0,27.0,,2.0,11.0,,2.0,5.0,7.0,7.0,1.0,,,,118.0,14.0,,,11.0,7.0,16.0,,,,2.0,,,,,,,,,,,3.0,,,,1.0,,,,
cpl::Football_Player::d1f7a45d1b0d48fa84ac505abc9a8a91,M. Temguia,Edmonton,Defender,2021,defender,21,1409,0,0,4,0,2,0,26,30,9,0,4,0,66,83.0,20,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409.0,840.0,,,6.0,21.0,16.0,126.0,37.0,660.0,,530.0,,139.0,22.0,58.0,488.0,,,16.0,107.0,2.0,36.0,47.0,,9.0,,1.0,114.0,68.0,21.0,546.0,2.0,,120.0,18.0,224.0,256.0,30.0,16.0,4.0,147.0,,,8.0,11.0,58.0,68.0,67.0,24.0,426.0,10.0,,102.0,,2.0,46.0,639.0,50.0,52.0,0.0,0.0,0.0,,,2.0,1.0,2.0,8.0,24.0,,26.0,,,,9.0,12.0,,5.0,11.0,2.0,,2.0,,4.0,,,,,33.0,9.0,,,2.0,,10.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::14ffd419a4894388b826c6cdf1faa89a,D. Jaković,Forge,Defender,2021,defender,5,403,0,0,1,0,0,0,1,5,4,0,2,0,72,84.0,3,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.0,250.0,,,1.0,5.0,8.0,31.0,6.0,211.0,,166.0,,38.0,3.0,9.0,167.0,,,5.0,26.0,2.0,11.0,16.0,,4.0,,1.0,35.0,19.0,5.0,176.0,1.0,,56.0,2.0,38.0,84.0,5.0,3.0,2.0,78.0,,,,5.0,12.0,8.0,19.0,11.0,120.0,10.0,,20.0,,1.0,27.0,199.0,9.0,11.0,,,0.0,,,,2.0,,3.0,3.0,,1.0,1.0,,,1.0,3.0,,,1.0,1.0,,1.0,,1.0,,,,,11.0,2.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::8d7834c08c834b28a4daef064d1e6041,D. Krutzen,Forge,Defender,2021,defender,20,1695,3,1,12,0,6,1,22,14,5,1,2,0,61,86.0,18,0.96,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695.0,1507.0,,,4.0,20.0,26.0,118.0,37.0,1278.0,,1051.0,,206.0,26.0,133.0,965.0,,,19.0,123.0,6.0,34.0,52.0,,5.0,,,180.0,72.0,20.0,1098.0,3.0,,449.0,15.0,414.0,573.0,14.0,11.0,2.0,220.0,,,2.0,15.0,46.0,92.0,133.0,42.0,650.0,10.0,,76.0,,1.0,88.0,1230.0,30.0,46.0,1.0,2.0,2.0,,,6.0,1.0,,16.0,43.0,,22.0,6.0,,,12.0,15.0,,1.0,3.0,1.0,,6.0,5.0,12.0,1.0,1.0,,,71.0,23.0,1.0,1.0,12.0,4.0,10.0,3.0,,4.0,6.0,3.0,,,1.0,,,2.0,,,3.0,1.0,1.0,1.0,,,1.0,,,
cpl::Football_Player::91a17f348e28482898c8dbc5480ad503,P. Amedume,Pacific,Defender,2021,defender,2,18,0,0,0,0,0,0,0,1,0,0,0,0,0,63.0,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,11.0,,,,2.0,,1.0,,8.0,,5.0,,3.0,2.0,,5.0,,,,1.0,,1.0,1.0,,,,,3.0,,2.0,5.0,,,,1.0,4.0,2.0,1.0,1.0,,2.0,,,,,1.0,3.0,2.0,,5.0,10.0,,1.0,,1.0,,8.0,1.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::870c9f9099fd40cab60d803b7adf2827,R. Reyes,Valour,Defender,2021,defender,17,1086,0,0,6,0,1,0,20,10,7,1,3,0,73,88.0,17,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086.0,778.0,,,9.0,17.0,31.0,120.0,37.0,607.0,,510.0,,94.0,12.0,36.0,497.0,,,12.0,51.0,2.0,37.0,41.0,,7.0,,,74.0,84.0,17.0,533.0,3.0,,114.0,14.0,212.0,190.0,10.0,7.0,3.0,159.0,,,2.0,17.0,36.0,30.0,33.0,42.0,419.0,10.0,,78.0,,,44.0,583.0,25.0,53.0,0.0,0.0,0.0,,,2.0,1.0,1.0,11.0,16.0,,20.0,1.0,,,,1.0,,5.0,9.0,5.0,,5.0,,6.0,,,,,46.0,10.0,,1.0,2.0,,14.0,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,
cpl::Football_Player::aafb864d45ab43e8849d3cff096d5c07,J. Dixon,Ottawa Fury,Defender,2021,defender,26,1927,0,0,4,0,1,0,31,56,13,0,6,1,56,86.0,24,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927.0,1118.0,,,16.0,26.0,25.0,233.0,52.0,865.0,,731.0,,189.0,12.0,65.0,672.0,,,24.0,117.0,2.0,32.0,32.0,,13.0,,,128.0,106.0,26.0,737.0,3.0,,379.0,21.0,178.0,215.0,56.0,30.0,6.0,275.0,,,1.0,21.0,127.0,44.0,100.0,44.0,358.0,10.0,,189.0,,1.0,84.0,858.0,108.0,81.0,0.0,0.0,0.0,,,2.0,13.0,3.0,19.0,9.0,,31.0,19.0,,1.0,12.0,24.0,1.0,2.0,28.0,8.0,,3.0,4.0,4.0,,,,,197.0,11.0,,,6.0,4.0,9.0,,,2.0,1.0,,,1.0,,,,,,,,8.0,,,,,,,1.0,
cpl::Football_Player::efac3c458eb94aa3aa05a38036da1ee7,C. Lee,Pacific,Defender,2021,defender,3,237,0,0,0,0,0,0,3,3,0,0,1,0,50,82.0,2,0.76,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.0,240.0,,,,3.0,1.0,18.0,7.0,176.0,,140.0,,47.0,3.0,5.0,139.0,,,3.0,19.0,1.0,5.0,5.0,,,,,32.0,8.0,3.0,144.0,,,58.0,2.0,70.0,58.0,3.0,2.0,1.0,4.0,,,,4.0,10.0,9.0,35.0,2.0,88.0,10.0,,16.0,,,23.0,170.0,9.0,7.0,0.0,0.0,0.0,,,,2.0,,1.0,5.0,,3.0,2.0,,,3.0,5.0,,,3.0,1.0,3.0,,8.0,,,1.0,,,44.0,,2.0,,21.0,3.0,,,,,,,,,6.0,5.0,1.0,,,,,,,,,,,,,
cpl::Football_Player::dbae960e1a0c4c7ba2104c9a904d6ab5,K. Awuah,Forge,Defender,2021,defender,26,2177,1,3,5,0,2,3,30,32,57,4,4,0,60,80.0,21,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177.0,1942.0,,,19.0,26.0,18.0,259.0,49.0,1309.0,,994.0,,446.0,22.0,56.0,986.0,,,25.0,163.0,6.0,16.0,63.0,,57.0,,,267.0,143.0,26.0,1042.0,4.0,,622.0,17.0,449.0,495.0,32.0,16.0,4.0,93.0,,,6.0,19.0,116.0,74.0,244.0,30.0,433.0,10.0,,229.0,,1.0,193.0,1255.0,104.0,125.0,1.0,0.0,0.0,,,14.0,4.0,1.0,12.0,30.0,,30.0,14.0,,,9.0,43.0,,1.0,57.0,20.0,25.0,3.0,40.0,5.0,3.0,13.0,3.0,,272.0,42.0,13.0,4.0,207.0,39.0,5.0,,,2.0,2.0,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,
cpl::Football_Player::b43d9617e62047d7aa28b50e96d6379b,D. Beckie,Atlético,Defender,2021,defender,18,1589,1,1,8,0,4,1,22,16,15,1,8,0,57,84.0,30,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589.0,1124.0,,,5.0,18.0,27.0,137.0,35.0,861.0,,690.0,,177.0,20.0,56.0,666.0,3.0,,18.0,82.0,2.0,61.0,59.0,,15.0,,,139.0,82.0,18.0,722.0,1.0,,202.0,29.0,211.0,321.0,16.0,8.0,8.0,243.0,,,4.0,13.0,55.0,53.0,88.0,47.0,520.0,10.0,,90.0,2.0,7.0,86.0,819.0,35.0,55.0,1.0,0.0,0.0,,,2.0,2.0,1.0,20.0,24.0,,22.0,,,,12.0,23.0,,,9.0,4.0,5.0,4.0,8.0,8.0,1.0,,1.0,1.0,86.0,23.0,,1.0,35.0,8.0,12.0,1.0,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,
cpl::Football_Player::9fa7232743934bf2a022c4fe6a62c1b6,J. Haynes,Valour,Defender,2021,defender,26,1938,0,1,2,0,1,1,37,34,26,0,4,0,50,76.0,25,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938.0,1553.0,,,6.0,26.0,29.0,211.0,50.0,1057.0,,778.0,,350.0,48.0,74.0,729.0,,,20.0,144.0,5.0,36.0,89.0,,26.0,,3.0,254.0,110.0,26.0,803.0,5.0,,348.0,20.0,401.0,488.0,34.0,16.0,4.0,22.0,,,10.0,13.0,101.0,113.0,188.0,57.0,463.0,10.0,,154.0,,3.0,141.0,1026.0,73.0,81.0,0.0,0.0,0.0,,,1.0,2.0,5.0,28.0,25.0,,37.0,5.0,,,19.0,52.0,,6.0,16.0,10.0,26.0,1.0,23.0,2.0,1.0,8.0,1.0,,146.0,3.0,8.0,,181.0,23.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,
cpl::Football_Player::1669b606345b4345b00d59de89c1c7eb,D. Abzi,Blainville,Defender,2021,defender,26,2307,6,3,33,0,16,3,35,28,39,3,9,0,44,74.0,40,1.56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2307.0,1659.0,,,60.0,26.0,19.0,326.0,46.0,881.0,,629.0,,482.0,26.0,50.0,600.0,,,26.0,161.0,3.0,38.0,65.0,,39.0,,,231.0,164.0,26.0,650.0,3.0,,327.0,37.0,338.0,355.0,28.0,22.0,9.0,48.0,1.0,,4.0,11.0,162.0,78.0,252.0,43.0,350.0,10.0,,283.0,,3.0,153.0,855.0,138.0,145.0,3.0,3.0,1.0,,,26.0,5.0,,24.0,36.0,,35.0,30.0,,,25.0,53.0,2.0,,72.0,49.0,16.0,17.0,86.0,33.0,3.0,24.0,3.0,1.0,140.0,77.0,27.0,3.0,136.0,78.0,10.0,4.0,,7.0,16.0,6.0,1.0,,1.0,1.0,,5.0,1.0,2.0,9.0,1.0,,,1.0,1.0,,,,
cpl::Football_Player::b6597676a5e34edf998b3ef92a3c14d0,M. Campagna,Vancouver FC,Defender,2021,defender,5,288,0,0,0,0,0,0,3,4,3,0,1,0,75,86.0,6,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.0,181.0,,,,5.0,3.0,22.0,5.0,143.0,,114.0,,25.0,5.0,6.0,116.0,,,3.0,20.0,,7.0,8.0,,3.0,,1.0,21.0,11.0,5.0,122.0,2.0,,43.0,4.0,18.0,67.0,4.0,2.0,1.0,48.0,,,1.0,2.0,11.0,12.0,13.0,4.0,79.0,10.0,,18.0,,,9.0,134.0,10.0,8.0,,,0.0,,,,,,1.0,7.0,,3.0,,,,,,,2.0,1.0,,,,,,,,,,10.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::1ada73d8bf034890ab66cfbd681d0f7c,C. N'Sa,Wanderers,Defender,2021,defender,27,2354,1,0,15,0,3,0,39,42,53,2,7,0,50,84.0,37,1.41,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2354.0,1372.0,,,23.0,27.0,28.0,278.0,59.0,782.0,,621.0,,260.0,15.0,27.0,629.0,,,26.0,148.0,6.0,58.0,48.0,,53.0,,1.0,126.0,163.0,27.0,656.0,4.0,,281.0,33.0,61.0,281.0,42.0,26.0,7.0,303.0,2.0,,8.0,20.0,115.0,37.0,92.0,56.0,387.0,10.0,,222.0,,3.0,89.0,742.0,87.0,135.0,0.0,1.0,0.0,,,8.0,2.0,4.0,28.0,34.0,,39.0,11.0,,,20.0,38.0,,1.0,30.0,13.0,39.0,12.0,14.0,15.0,,12.0,,3.0,137.0,53.0,12.0,2.0,115.0,14.0,11.0,1.0,,8.0,3.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,
