playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,AerialDuels,AerialDuelsLost,AerialDuelsWon,Appearances,Carries,Catches,CleanSheets,CornersWon,CrossesNotClaimed,Drops,Duels,DuelsLost,DuelsWon,ForwardPasses,GkSuccessfulDistribution,GkUnsuccessfulDistribution,GamesPlayed,GoalAssists,GoalKicks,GoalkeeperSmother,GoalsConcededInsideBox,GoalsConcededOutsideBox,GroundDuels,GroundDuelsLost,GroundDuelsWon,HandballsConceded,Index,KeyPasses(attemptAssists),LastPlayerTackle,LeftsidePasses,OpenPlayPasses,PenaltiesFaced,PenaltyGoalsConceded,ProgressiveCarries,Punches,Recoveries,RightsidePasses,SavesMade,SavesMadeFromInsideBox,SavesMadeFromOutsideBox,SavesMade-Caught,SavesMade-Parried,Starts,SuccessfulDribbles,SuccessfulLaunches,SuccessfulLongPasses,SuccessfulOpenPlayPasses,SuccessfulPassesOppositionHalf,SuccessfulPassesOwnHalf,SuccessfulShortPasses,TacklesLost,ThrowInsToOwnPlayer,TimePlayed,TotalBigChancesCreated,TotalBigChancesSaved,TotalClearances,TotalFoulsConceded,TotalFoulsWon,TotalLossesOfPossession,TotalPasses,TotalSuccessfulPasses(ExclCrosses&Corners),TotalTackles,TotalUnsuccessfulPasses(ExclCrosses&Corners),Touches,UnsuccessfulCrosses&Corners,UnsuccessfulLaunches,UnsuccessfulLongPasses,UnsuccessfulPassesOppositionHalf,UnsuccessfulPassesOwnHalf,UnsuccessfulShortPasses,YellowCards,WinningGoal,Putthrough/blockedDistribution,SuccessfulLay-offs,SubstituteOn,FoulAttemptedTackle,PenaltiesConceded,ShotsOffTarget(incWoodwork),TotalShots,TotalTouchesInOppositionBox,OwnGoalScored,PenaltiesSaved,SavesFromPenalty,UnsuccessfulLay-offs,Interceptions,Putthrough/blockedDistributionWon,StraightRedCards,TotalRedCards,TacklesWon,Goals,RedCards-2ndYellow,SubstituteOff,BackwardPasses,FinalThirdTouches,Assists(intentional),BlockedShots,Blocks,CornersTaken(inclShortCorners),GoalsFromInsideBox,Offsides,PenaltiesTaken,PenaltyGoals,RightFootGoals,SecondGoalAssists,ShotsOnTarget(IncGoals),SuccessfulCornersIntoBox,SuccessfulCrosses&Corners,SuccessfulCrossesOpenPlay,ThroughBalls,ThrowInsToOppositionPlayer,TimesTackled,TotalBigChancesScored,UnsuccessfulCornersIntoBox,UnsuccessfulCrossesOpenPlay,UnsuccessfulDribbles,HomeGoals,AwayGoals,Overruns,ClearancesOffTheLine,HeadedGoals,TotalBigChancesMissed,PenaltiesOffTarget,GoalsOpenplay,AttemptsFromSetPieces,GoalsFromOutsideBox,LeftFootGoals,OtherGoals,FoulWonPenalty,SetPiecesGoals
cpl::Football_Player::f039393214e24dadbb1211ec2c063983,J. Frank,Vancouver,Goalkeeper,2025,goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::41f23e52e26541bca62d8378fafc1953,F. Aird,Cavalry,Defender,2025,defender,31,2405,3,2,11,5,6,2,27,27,12,2,5,0,0,83.0,33,1.23,66,0,0,2,2,0,0,0,79.41,46.62,59.26,20.37,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,11.0,16.0,31.0,278.0,,3.0,18.0,,,148.0,79.0,69.0,535.0,,,31.0,2.0,,,29.0,4.0,121.0,68.0,53.0,,10.0,60.0,1.0,544.0,1364.0,,3.0,145.0,,81.0,57.0,,,,,,28.0,8.0,18.0,123.0,1117.0,724.0,522.0,1056.0,7.0,208.0,2405.0,13.0,,48.0,27.0,12.0,417.0,1434.0,1179.0,34.0,255.0,2076.0,105.0,41.0,112.0,292.0,68.0,143.0,5.0,1.0,54.0,1.0,3.0,13.0,,5.0,11.0,27.0,,,,,22.0,15.0,,,27.0,3.0,,12.0,298.0,125.0,1.0,5.0,8.0,66.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0,24.0,67.0,33.0,3.0,15.0,19.0,2.0,28.0,53.0,12.0,0.0,3.0,,,,,,,,,,,,
cpl::Football_Player::04974dd93657419b8440025eca4e2ef0,T. Field,Cavalry,Defender,2025,defender,19,1070,0,1,1,1,0,1,26,8,0,0,2,0,0,85.0,13,1.09,0,0,0,0,0,0,0,0,83.87,65.22,73.33,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,4.0,11.0,19.0,98.0,,2.0,2.0,,,69.0,24.0,45.0,228.0,5.0,,19.0,1.0,5.0,,12.0,1.0,54.0,20.0,34.0,,10.0,9.0,,96.0,492.0,,,54.0,,34.0,134.0,,,,,,13.0,3.0,14.0,53.0,418.0,173.0,270.0,386.0,5.0,52.0,1070.0,4.0,,44.0,8.0,,107.0,520.0,439.0,31.0,81.0,726.0,14.0,26.0,42.0,72.0,23.0,39.0,2.0,0.0,8.0,,6.0,6.0,,1.0,1.0,9.0,,,,,21.0,2.0,,,26.0,,,8.0,62.0,3.0,1.0,1.0,10.0,,,,,,,,,,4.0,2.0,,2.0,4.0,,,13.0,3.0,,,1.0,,,,,,,,,,,
cpl::Football_Player::6aa006d1cfcb4e3c92a2de560fa893f6,C. Montgomery,Cavalry,Defender,2025,defender,24,2042,1,1,14,2,8,1,15,14,8,1,3,0,0,88.0,27,1.19,0,0,0,0,0,0,0,0,71.43,72.26,83.95,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,13.0,68.0,24.0,186.0,,6.0,2.0,,,137.0,38.0,99.0,460.0,32.0,,24.0,1.0,32.0,,25.0,2.0,56.0,25.0,31.0,1.0,10.0,3.0,,242.0,1140.0,,3.0,96.0,,55.0,448.0,,,,,,23.0,3.0,10.0,72.0,997.0,264.0,800.0,991.0,6.0,2.0,2042.0,,,123.0,14.0,8.0,172.0,1219.0,1063.0,21.0,156.0,1478.0,1.0,34.0,85.0,114.0,43.0,71.0,3.0,0.0,7.0,1.0,1.0,3.0,,6.0,14.0,34.0,,,,,27.0,5.0,,,15.0,1.0,,3.0,69.0,3.0,1.0,5.0,14.0,,1.0,1.0,,,,,8.0,,1.0,1.0,,,5.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,2.0,,,,,,,,
cpl::Football_Player::2765417c9ab14808ae40c91c05077259,M. Harms,Cavalry,Defender,2025,defender,2,46,0,0,0,0,0,0,1,0,1,0,0,0,0,80.0,1,1.96,0,0,0,0,0,0,0,0,100.0,42.86,33.33,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,2.0,4.0,,,,,,7.0,4.0,3.0,7.0,,,2.0,,,,1.0,,4.0,2.0,2.0,,10.0,,,1.0,15.0,,,2.0,,4.0,1.0,,,,,,,,,,12.0,3.0,9.0,12.0,,1.0,46.0,,,2.0,,1.0,4.0,15.0,12.0,1.0,3.0,22.0,,2.0,3.0,2.0,1.0,,,0.0,1.0,,2.0,,,,,,,,,,1.0,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
cpl::Football_Player::d9884452bb6e4ebd802b73a429b81f2d,Z. Bruno,Forge,Defender,2025,defender,4,137,0,0,1,0,1,0,4,5,2,0,0,1,0,84.0,1,0.66,0,0,0,0,0,0,0,0,80.0,45.45,33.33,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,4.0,18.0,,,,,,22.0,12.0,10.0,29.0,,,4.0,,,,1.0,,19.0,10.0,9.0,,10.0,1.0,,19.0,66.0,,1.0,12.0,,4.0,8.0,,,,,,1.0,2.0,1.0,3.0,55.0,33.0,24.0,54.0,1.0,11.0,137.0,,,2.0,5.0,2.0,17.0,68.0,57.0,5.0,11.0,104.0,,3.0,3.0,9.0,2.0,8.0,,0.0,4.0,,3.0,3.0,,,1.0,2.0,,,,,1.0,3.0,,1.0,4.0,,1.0,,12.0,5.0,,,,,,,,,,,1.0,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,
cpl::Football_Player::2dd1997d40764eb08c0b5287219a3269,B. Kamdem,Cavalry,Defender,2025,defender,16,972,0,0,4,0,1,0,12,14,9,3,4,1,0,82.0,12,1.11,0,0,0,0,0,0,0,0,60.0,58.82,65.52,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,10.0,19.0,16.0,94.0,,1.0,4.0,,,85.0,35.0,50.0,171.0,,,16.0,,,,10.0,2.0,56.0,25.0,31.0,,10.0,7.0,,17.0,410.0,,2.0,67.0,,28.0,141.0,,,,,,12.0,3.0,1.0,23.0,332.0,146.0,207.0,328.0,8.0,89.0,972.0,2.0,,33.0,14.0,9.0,125.0,429.0,351.0,20.0,78.0,675.0,11.0,15.0,30.0,60.0,29.0,48.0,4.0,0.0,17.0,,4.0,9.0,,3.0,4.0,10.0,1.0,,,,10.0,8.0,1.0,1.0,12.0,,,7.0,100.0,44.0,,3.0,,,,3.0,,,,,1.0,,2.0,2.0,,16.0,9.0,,,11.0,,,,2.0,,,,,,,,,,,
cpl::Football_Player::c3b03cc1de7848cdaaca16450017b36d,D. Nimick,Forge,Defender,2025,defender,30,2684,2,4,13,6,5,4,19,12,26,1,2,0,0,91.0,25,0.84,0,0,1,4,2,0,0,0,52.78,71.68,69.57,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,21.0,48.0,30.0,479.0,,12.0,4.0,,,173.0,49.0,124.0,641.0,1.0,1.0,30.0,4.0,2.0,,20.0,5.0,104.0,28.0,76.0,,10.0,11.0,1.0,657.0,1808.0,,2.0,286.0,,139.0,517.0,,,,,,30.0,14.0,10.0,216.0,1638.0,468.0,1218.0,1470.0,17.0,6.0,2684.0,5.0,,116.0,12.0,26.0,211.0,1861.0,1686.0,36.0,175.0,2200.0,2.0,33.0,92.0,102.0,75.0,83.0,2.0,1.0,18.0,1.0,,3.0,,8.0,13.0,29.0,,,,,23.0,11.0,,,19.0,2.0,,1.0,46.0,21.0,3.0,2.0,24.0,,2.0,1.0,4.0,2.0,2.0,,5.0,,,,,,8.0,2.0,,2.0,3.0,1.0,1.0,,,,4.0,1.0,,,,,,,
cpl::Football_Player::f40858671e354d42ad80fd9d251afb6f,R. Rama,Forge,Defender,2025,defender,27,2201,1,2,10,3,4,2,47,47,31,3,10,0,0,84.0,22,0.9,0,0,0,0,0,0,0,0,56.63,58.87,55.56,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,20.0,25.0,27.0,363.0,,7.0,6.0,,,248.0,102.0,146.0,653.0,,,27.0,2.0,,,18.0,4.0,203.0,82.0,121.0,3.0,10.0,9.0,,411.0,1293.0,,2.0,248.0,,109.0,114.0,,,,,,25.0,7.0,10.0,57.0,1068.0,601.0,529.0,1068.0,36.0,229.0,2201.0,4.0,,69.0,47.0,31.0,325.0,1352.0,1125.0,83.0,227.0,1996.0,21.0,41.0,69.0,179.0,69.0,158.0,10.0,0.0,62.0,,2.0,29.0,1.0,6.0,10.0,25.0,,,,,39.0,26.0,,,47.0,1.0,,6.0,174.0,128.0,2.0,3.0,4.0,,1.0,3.0,,,1.0,,4.0,,5.0,5.0,2.0,22.0,18.0,1.0,,21.0,8.0,0.0,1.0,4.0,1.0,,1.0,,1.0,,,,,,
cpl::Football_Player::9ff2698d6b4d47f9a1949a20ae1b2adc,M. Jevremović,Forge,Defender,2025,defender,27,2097,0,3,10,3,4,3,27,20,26,1,5,0,0,84.0,20,0.86,4,0,0,0,0,0,0,0,65.85,58.86,57.14,19.44,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,12.0,16.0,27.0,232.0,,8.0,12.0,,,158.0,65.0,93.0,387.0,,,27.0,3.0,,,16.0,4.0,130.0,53.0,77.0,,10.0,22.0,,41.0,1046.0,,2.0,168.0,,88.0,433.0,,,,,,23.0,11.0,7.0,65.0,873.0,451.0,468.0,840.0,14.0,111.0,2097.0,3.0,,49.0,20.0,26.0,330.0,1084.0,905.0,41.0,179.0,1567.0,58.0,28.0,71.0,185.0,52.0,108.0,5.0,0.0,26.0,,4.0,10.0,,6.0,10.0,19.0,,,,1.0,25.0,11.0,,,27.0,,,7.0,223.0,109.0,3.0,4.0,4.0,4.0,,1.0,,,,1.0,4.0,,14.0,14.0,,43.0,21.0,,2.0,56.0,6.0,,,,,,1.0,,,1.0,,,,,
cpl::Football_Player::58c03096b6c940afacb752b030a52ad2,M. Owolabi-Belewu,Forge,Defender,2025,defender,13,642,0,0,3,0,1,0,11,11,9,0,4,0,0,92.0,4,0.56,0,0,0,0,0,0,0,0,73.33,62.5,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,3.0,3.0,13.0,85.0,,2.0,,,,48.0,18.0,30.0,110.0,,,13.0,,,,4.0,,42.0,15.0,27.0,1.0,10.0,,,59.0,343.0,,,53.0,,33.0,174.0,,,,,,8.0,3.0,3.0,13.0,315.0,78.0,251.0,316.0,4.0,,642.0,,,15.0,11.0,9.0,36.0,358.0,329.0,15.0,29.0,433.0,1.0,6.0,13.0,23.0,7.0,16.0,4.0,0.0,5.0,,5.0,6.0,,2.0,3.0,7.0,,,,,12.0,1.0,,,11.0,,,4.0,15.0,1.0,,,3.0,,,,,,,,1.0,,,,,,3.0,,,1.0,1.0,,,1.0,,,,,,,,,,,
cpl::Football_Player::cad9192d6a9541128a76febb4a58387f,E. Kobza,Cavalry,Defender,2025,defender,22,1839,2,0,15,2,8,0,22,46,35,2,8,0,0,88.0,26,1.27,0,0,0,0,0,0,0,0,66.67,56.94,73.53,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,18.0,50.0,22.0,258.0,,4.0,3.0,,,209.0,90.0,119.0,373.0,,,22.0,,,,23.0,3.0,141.0,72.0,69.0,1.0,10.0,4.0,1.0,325.0,1038.0,,2.0,119.0,,77.0,240.0,,,,,,20.0,5.0,4.0,85.0,906.0,320.0,609.0,844.0,11.0,4.0,1839.0,1.0,,45.0,46.0,35.0,163.0,1061.0,929.0,33.0,132.0,1306.0,3.0,17.0,33.0,76.0,59.0,99.0,8.0,1.0,24.0,11.0,2.0,18.0,,7.0,15.0,23.0,,,,,15.0,12.0,,,22.0,2.0,,2.0,123.0,69.0,,5.0,9.0,,2.0,2.0,,,,,8.0,,,,,,10.0,2.0,,3.0,4.0,2.0,0.0,,1.0,2.0,5.0,,,,,,,,
cpl::Football_Player::09f14fe890a548b08665ad76b2857552,M. Gherasimencov,Cavalry,Defender,2025,defender,27,1672,2,2,12,4,5,2,31,28,37,4,3,0,0,85.0,19,1.02,7,0,1,0,0,0,0,0,64.58,59.12,55.0,27.45,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,9.0,11.0,27.0,183.0,,5.0,16.0,,,181.0,74.0,107.0,212.0,,,27.0,2.0,,,18.0,1.0,161.0,65.0,96.0,2.0,10.0,20.0,,27.0,592.0,,1.0,123.0,,69.0,260.0,,,,,,16.0,11.0,2.0,40.0,500.0,298.0,248.0,486.0,17.0,114.0,1672.0,4.0,,31.0,28.0,37.0,208.0,619.0,526.0,48.0,93.0,1107.0,34.0,17.0,30.0,94.0,33.0,63.0,3.0,1.0,36.0,1.0,11.0,10.0,,7.0,12.0,30.0,,,,,25.0,23.0,,,31.0,2.0,,4.0,120.0,69.0,1.0,6.0,4.0,7.0,1.0,4.0,,,,,5.0,3.0,20.0,14.0,1.0,20.0,34.0,,2.0,30.0,24.0,2.0,0.0,4.0,,,1.0,,1.0,,1.0,2.0,,,
cpl::Football_Player::aaacbf86bfeb43ef894d906fd5aa7bdb,J. Alphonse,Wanderers,Defender,2025,defender,15,1158,0,0,1,0,1,0,28,16,9,0,5,0,0,84.0,14,1.09,0,0,0,0,0,0,0,0,66.67,62.71,57.89,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,8.0,11.0,15.0,110.0,,1.0,1.0,,,118.0,44.0,74.0,214.0,1.0,,15.0,,1.0,,13.0,1.0,99.0,36.0,63.0,,10.0,1.0,,156.0,430.0,,1.0,68.0,,43.0,52.0,,,,,,13.0,12.0,4.0,24.0,358.0,191.0,186.0,353.0,14.0,20.0,1158.0,,,43.0,16.0,9.0,117.0,450.0,377.0,42.0,73.0,672.0,7.0,30.0,38.0,44.0,36.0,35.0,5.0,0.0,12.0,,2.0,6.0,,,1.0,9.0,,,,,10.0,8.0,,,28.0,,,6.0,28.0,38.0,,1.0,5.0,,,,,,,,1.0,,,,,7.0,15.0,,,7.0,6.0,,,1.0,,,,,,,,,,,
cpl::Football_Player::360a1cff07aa439cb939b0d0d222b08c,J. Dunn,Wanderers,Defender,2025,defender,5,61,0,0,0,0,0,0,1,1,0,0,1,0,0,89.0,2,2.95,0,0,0,0,0,0,0,0,50.0,80.0,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,,2.0,5.0,5.0,,,,,,5.0,1.0,4.0,19.0,,,5.0,,,,2.0,,3.0,1.0,2.0,,10.0,,,12.0,34.0,,,3.0,,3.0,1.0,,,,,,1.0,,,1.0,30.0,12.0,18.0,29.0,1.0,1.0,61.0,,,2.0,1.0,,4.0,34.0,30.0,2.0,4.0,41.0,,1.0,4.0,3.0,1.0,,1.0,0.0,,,4.0,,,,,,,,,,1.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::9e824d03d70a46fe9d571a6ea8b26a28,N. Mekidèche,Wanderers,Defender,2025,defender,10,823,1,1,3,2,1,1,11,12,10,1,3,0,0,84.0,9,0.98,0,0,0,0,0,0,0,0,61.11,58.9,46.88,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,17.0,15.0,10.0,82.0,,3.0,,,,73.0,30.0,43.0,188.0,3.0,,10.0,1.0,3.0,,9.0,,41.0,13.0,28.0,1.0,10.0,1.0,,45.0,356.0,,,41.0,,33.0,111.0,,,,,,9.0,1.0,4.0,21.0,294.0,121.0,187.0,287.0,7.0,,823.0,,,49.0,12.0,10.0,72.0,371.0,308.0,18.0,63.0,499.0,,8.0,25.0,43.0,20.0,38.0,3.0,0.0,7.0,,1.0,5.0,,2.0,3.0,4.0,,,,,9.0,4.0,,,11.0,1.0,,2.0,27.0,8.0,,,7.0,,1.0,1.0,,,,,1.0,,,,,,2.0,1.0,,,,1.0,0.0,1.0,,,2.0,,,,,1.0,,,
cpl::Football_Player::608a3af8ed44452d9fe6ae4fd93ab951,W. Edgson,Pacific,Defender,2025,defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::d46e06f14e0d47e58d6f5f00e1eabfa9,T. Meilleur-Giguère,Wanderers,Defender,2025,defender,29,2635,4,0,26,4,8,0,17,9,8,3,1,0,0,89.0,36,1.23,0,0,2,0,0,0,0,0,60.71,68.71,69.15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0,29.0,65.0,29.0,134.0,,9.0,9.0,,,147.0,46.0,101.0,390.0,21.0,,29.0,,21.0,,32.0,4.0,53.0,17.0,36.0,1.0,10.0,3.0,,408.0,1130.0,,3.0,49.0,,96.0,333.0,,,,,,29.0,,19.0,79.0,990.0,270.0,778.0,969.0,11.0,1.0,2635.0,1.0,,185.0,9.0,8.0,150.0,1190.0,1048.0,28.0,142.0,1535.0,,57.0,82.0,101.0,41.0,60.0,1.0,2.0,12.0,,,1.0,,18.0,26.0,41.0,,,,,28.0,10.0,,,17.0,4.0,,,59.0,15.0,,7.0,24.0,,4.0,3.0,,,1.0,,8.0,,,,,,,3.0,,,,3.0,1.0,,1.0,3.0,1.0,,2.0,,,,,,
cpl::Football_Player::4da84a61c12443e48f9c5d0dd8f2f3ae,K. Dada-Luke,Vancouver,Defender,2025,defender,23,1805,0,2,3,2,2,2,18,12,35,0,3,2,0,81.0,38,1.89,0,0,0,0,0,0,0,0,58.06,58.19,48.78,27.78,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,21.0,20.0,23.0,211.0,,2.0,13.0,,,177.0,74.0,103.0,197.0,,,23.0,2.0,,,30.0,8.0,136.0,53.0,83.0,3.0,10.0,15.0,,209.0,602.0,,1.0,118.0,,65.0,25.0,,,,,,21.0,17.0,5.0,19.0,485.0,263.0,249.0,478.0,13.0,125.0,1805.0,5.0,,51.0,12.0,35.0,282.0,614.0,497.0,31.0,117.0,1140.0,39.0,21.0,43.0,127.0,29.0,74.0,3.0,0.0,28.0,,2.0,4.0,,1.0,3.0,15.0,,,,,28.0,10.0,2.0,2.0,18.0,,,3.0,183.0,53.0,2.0,1.0,10.0,,,,,,,,2.0,,15.0,15.0,,51.0,34.0,,,39.0,20.0,,,4.0,,,1.0,,,,,,,,
cpl::Football_Player::8c250cb48a3648f2bfe78681f613b119,G. Facchineri,Valour,Defender,2025,defender,21,1800,1,0,7,1,3,0,21,34,9,0,4,1,0,86.0,40,2.0,0,0,1,0,0,0,0,0,65.62,45.28,42.59,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,31.0,23.0,21.0,213.0,,2.0,1.0,,,159.0,87.0,72.0,334.0,7.0,,21.0,,7.0,,35.0,5.0,105.0,56.0,49.0,2.0,10.0,4.0,1.0,330.0,934.0,,3.0,120.0,,80.0,265.0,,,,,,21.0,8.0,8.0,51.0,803.0,215.0,629.0,793.0,11.0,13.0,1800.0,1.0,,92.0,34.0,9.0,185.0,982.0,844.0,32.0,138.0,1256.0,1.0,25.0,69.0,76.0,63.0,69.0,4.0,1.0,18.0,,,18.0,1.0,4.0,7.0,14.0,1.0,,,,19.0,8.0,1.0,1.0,21.0,1.0,,1.0,53.0,4.0,,2.0,11.0,,1.0,,,,,,3.0,,,,,9.0,10.0,1.0,,1.0,4.0,0.0,1.0,,,,2.0,,,,,,1.0,,
cpl::Football_Player::bf1559f63d3642679c430ff1f41355a7,G. Mukumbilwa,Pacific,Defender,2025,defender,20,1016,0,0,4,0,1,0,11,8,19,2,1,0,0,83.0,28,2.48,0,0,0,0,0,0,0,0,50.0,62.38,60.0,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,10.0,15.0,20.0,122.0,,,4.0,,,101.0,38.0,63.0,165.0,,,20.0,,,,25.0,3.0,76.0,28.0,48.0,1.0,10.0,2.0,2.0,61.0,462.0,,3.0,54.0,,52.0,122.0,,,,,,12.0,7.0,8.0,25.0,381.0,146.0,246.0,363.0,11.0,55.0,1016.0,,,28.0,8.0,19.0,153.0,469.0,388.0,22.0,81.0,733.0,17.0,22.0,28.0,65.0,33.0,53.0,1.0,0.0,20.0,2.0,8.0,4.0,1.0,3.0,4.0,17.0,,,,,23.0,5.0,,,11.0,,,9.0,121.0,48.0,,3.0,3.0,,,2.0,,,,,1.0,,4.0,4.0,,21.0,14.0,,,17.0,10.0,,,,,,1.0,,,,,,,,
cpl::Football_Player::242992e119ea4cf3b76878a2029dddac,P. Gee,Vancouver,Defender,2025,defender,25,1234,1,0,6,1,3,0,12,9,16,2,3,0,0,79.0,35,2.55,1,0,0,0,0,0,0,0,66.67,48.36,50.0,13.73,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,13.0,13.0,25.0,139.0,,1.0,12.0,,,122.0,63.0,59.0,183.0,,,25.0,,,,29.0,6.0,96.0,50.0,46.0,1.0,10.0,7.0,,63.0,425.0,,1.0,92.0,,45.0,111.0,,,,,,13.0,13.0,4.0,21.0,337.0,179.0,176.0,326.0,6.0,59.0,1234.0,,1.0,33.0,9.0,16.0,196.0,440.0,347.0,18.0,93.0,754.0,43.0,19.0,34.0,113.0,23.0,59.0,3.0,1.0,16.0,3.0,12.0,4.0,,3.0,6.0,14.0,,,,,19.0,6.0,,,12.0,1.0,,5.0,83.0,66.0,,3.0,4.0,1.0,,2.0,,,1.0,,3.0,1.0,8.0,7.0,,12.0,28.0,,,43.0,19.0,1.0,0.0,1.0,,,,,,,1.0,,,,
cpl::Football_Player::f5f9dbfb4ae043d7bf4f7094d31693c3,J. Quintana,Pacific,Defender,2025,defender,4,360,0,0,4,0,1,0,5,8,4,0,3,0,0,83.0,8,2.0,0,0,0,0,0,0,0,0,62.5,61.7,73.91,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,6.0,17.0,4.0,67.0,,1.0,2.0,,,47.0,18.0,29.0,77.0,9.0,,4.0,,9.0,,6.0,2.0,24.0,12.0,12.0,,10.0,1.0,,74.0,175.0,,,39.0,,15.0,38.0,,,,,,4.0,,1.0,6.0,143.0,39.0,121.0,154.0,3.0,1.0,360.0,,,40.0,8.0,4.0,37.0,193.0,160.0,8.0,33.0,275.0,,11.0,18.0,19.0,14.0,15.0,3.0,0.0,4.0,,,7.0,,3.0,4.0,9.0,,,,,9.0,2.0,,,5.0,,,,4.0,,,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
cpl::Football_Player::7205a0ef2aab4cf98da19157fb879f8a,E. Lajeunesse,Pacific,Defender,2025,defender,15,1268,0,0,0,0,0,0,9,16,13,1,1,0,0,81.0,25,1.77,0,0,0,0,0,0,0,0,42.86,50.49,31.43,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,24.0,11.0,15.0,104.0,,2.0,1.0,,,103.0,51.0,52.0,311.0,,,15.0,,,,21.0,4.0,68.0,27.0,41.0,1.0,10.0,3.0,,29.0,600.0,,4.0,59.0,,40.0,231.0,,,,,,14.0,7.0,4.0,18.0,480.0,183.0,323.0,487.0,12.0,51.0,1268.0,1.0,,49.0,16.0,13.0,170.0,625.0,505.0,21.0,120.0,872.0,,29.0,59.0,84.0,36.0,61.0,1.0,0.0,15.0,1.0,1.0,10.0,1.0,,,7.0,,,,,12.0,6.0,,,9.0,,,1.0,54.0,,,,8.0,,,1.0,,,,,,,1.0,1.0,,26.0,5.0,,,,4.0,,,,1.0,,,,,,,,,1.0,
