playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,SavesMade,TimePlayed,GkSuccessfulDistribution,PenaltiesConceded,SuccessfulLaunches,OpenPlayPasses,CornersWon,BackwardPasses,SuccessfulPassesOppositionHalf,UnsuccessfulLaunches,YellowCards,UnsuccessfulLongPasses,TotalLossesOfPossession,SuccessfulPassesOwnHalf,UnsuccessfulShortPasses,PenaltyGoalsConceded,Punches,TotalPasses,TotalFoulsConceded,SuccessfulShortPasses,GoalsConcededInsideBox,TotalUnsuccessfulPasses(ExclCrosses&Corners),RightsidePasses,KeyPasses(attemptAssists),UnsuccessfulPassesOppositionHalf,PenaltiesSaved,GoalkeeperSmother,Recoveries,Starts,Drops,UnsuccessfulPassesOwnHalf,Touches,Appearances,FoulAttemptedTackle,Catches,GroundDuels,ForwardPasses,TotalTouchesInOppositionBox,Index,DuelsWon,SuccessfulLongPasses,TotalFoulsWon,SavesMadeFromOutsideBox,SavesMade-Parried,AerialDuelsWon,Duels,TotalClearances,SavesMadeFromInsideBox,PenaltiesFaced,GamesPlayed,SavesFromPenalty,SavesMade-Caught,GkUnsuccessfulDistribution,GroundDuelsLost,LeftsidePasses,SuccessfulOpenPlayPasses,TotalSuccessfulPasses(ExclCrosses&Corners),AerialDuels,CleanSheets,DuelsLost,GroundDuelsWon,GoalsConcededOutsideBox,SubstituteOff,TotalRedCards,StraightRedCards,CrossesNotClaimed,OwnGoalScored,SuccessfulDribbles,TotalTackles,Putthrough/blockedDistribution,HandballsConceded,LastManTackle,TacklesWon,Interceptions,Putthrough/blockedDistributionWon,AerialDuelsLost,TacklesLost,ThrowInsToOwnPlayer,SubstituteOn,ShotsOffTarget(incWoodwork),TotalShots,BlockedShots,Blocks,ClearancesOffTheLine,UnsuccessfulCrossesOpenPlay,SuccessfulCrosses&Corners,ThrowInsToOppositionPlayer,SuccessfulCrossesOpenPlay,UnsuccessfulDribbles,UnsuccessfulCrosses&Corners,ThroughBalls,SuccessfulLay-offs,CornersTaken(inclShortCorners),RedCards-2ndYellow,UnsuccessfulCornersIntoBox,Assists(intentional),GoalAssists,Offsides,SuccessfulCornersIntoBox,ShotsOnTarget(IncGoals),AttemptsFromSetPieces,Goals,RightFootGoals,GoalsFromInsideBox,UnsuccessfulLay-offs,HeadedGoals,GoalsFromOutsideBox,LeftFootGoals,FoulWonPenalty,SecondGoalAssists,SetPiecesGoals,PenaltiesTaken,PenaltyGoals,OtherGoals,PenaltiesOffTarget
cpl::Football_Player::46e85b6f18f042fe837554290482828b,A. Đidić,Atlético,Defender,2019,defender,19,1650,0,3,21,0,10,3,20,21,3,2,3,0,76,82,25,1.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1650,,2.0,18.0,906,5.0,67.0,205,33.0,3.0,72.0,190,559,98.0,5.0,,933,21.0,638,21.0,170.0,131,13.0,104,,,92.0,19.0,,66.0,1180,19,7.0,,59.0,357.0,47.0,10,108.0,125.0,3.0,,,73.0,155.0,109.0,,,19,,,,24.0,378.0,740,763,96.0,4.0,47.0,35.0,4.0,1.0,,,,1.0,4.0,29.0,7.0,,,20.0,23.0,3.0,23.0,9.0,1.0,,11.0,21.0,2.0,19.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,3.0,2.0,,10.0,2.0,,,,,,,,,,,,,,
cpl::Football_Player::907ea07d836b4d78a6fd1c95e7081ee6,D. Zator,Cavalry,Defender,2019,defender,29,2425,1,2,22,0,7,2,30,17,20,2,0,0,60,73,17,0.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2425,,,29.0,1383,11.0,104.0,332,75.0,,175.0,508,722,220.0,2.0,,1445,17.0,926,17.0,395.0,153,12.0,284,,,143.0,26.0,,133.0,1943,29,10.0,,125.0,703.0,67.0,10,170.0,124.0,20.0,,,90.0,273.0,77.0,,,29,,,,45.0,485.0,1002,1050,148.0,11.0,103.0,80.0,,,,,,,16.0,45.0,44.0,,,30.0,51.0,19.0,58.0,15.0,70.0,3.0,15.0,22.0,8.0,12.0,,22.0,4.0,46.0,4.0,8.0,22.0,1.0,,,,,1.0,2.0,2.0,,7.0,,1.0,,1.0,,1.0,,,,,,,,,
cpl::Football_Player::4d80c00c2a1f41918fca2b04e26b6034,D. Edgar,Ottawa Fury,Defender,2019,defender,11,834,1,0,6,0,2,0,6,5,3,1,1,0,65,84,5,0.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,834,,,5.0,471,,24.0,133,14.0,1.0,45.0,94,287,39.0,2.0,,504,5.0,384,4.0,84.0,65,,62,,,38.0,9.0,,24.0,596,11,4.0,,26.0,233.0,8.0,10,29.0,36.0,3.0,,,13.0,46.0,35.0,,,11,,,,10.0,182.0,393,420,20.0,6.0,17.0,16.0,1.0,,,,,,1.0,12.0,3.0,,,6.0,8.0,2.0,7.0,6.0,,2.0,4.0,6.0,,5.0,,2.0,,1.0,,,2.0,,,,,,,,1.0,,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,
cpl::Football_Player::d598a27118fe42fc8fe3eb136ed467f5,S. Furlano,York,Defender,2019,defender,15,517,0,2,3,0,1,2,9,15,4,0,4,0,53,75,11,1.91,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,517,,,1.0,216,2.0,37.0,77,5.0,4.0,22.0,86,98,35.0,,,227,15.0,159,6.0,57.0,47,7.0,48,,,24.0,4.0,,16.0,326,15,9.0,,46.0,88.0,11.0,10,27.0,11.0,4.0,,,8.0,61.0,6.0,,,15,,,,27.0,55.0,162,170,15.0,,34.0,19.0,5.0,2.0,,,,,2.0,14.0,7.0,,,9.0,11.0,3.0,7.0,5.0,7.0,11.0,2.0,3.0,,2.0,,4.0,5.0,4.0,4.0,4.0,7.0,,,4.0,,3.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,
cpl::Football_Player::b4a511eace5b4ce18a0944a6b52b4827,H. Starostzik,Pacific,Defender,2019,defender,15,1161,1,0,5,0,2,0,11,18,5,1,3,0,76,87,21,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1161,,,10.0,679,,41.0,99,25.0,3.0,50.0,95,506,41.0,3.0,,695,18.0,545,18.0,91.0,248,3.0,54,,,61.0,13.0,,37.0,840,15,8.0,,38.0,274.0,6.0,10,47.0,59.0,5.0,,,32.0,80.0,70.0,,,15,,,,23.0,132.0,591,604,42.0,2.0,33.0,15.0,3.0,2.0,,,,,,13.0,7.0,,,11.0,24.0,3.0,10.0,2.0,2.0,2.0,3.0,5.0,1.0,8.0,,,1.0,,1.0,,,,,,,,,,1.0,,2.0,,1.0,,1.0,,1.0,,,,,,,,,
cpl::Football_Player::8d7834c08c834b28a4daef064d1e6041,D. Krutzen,Forge,Defender,2019,defender,28,2471,1,2,11,0,5,2,24,23,13,0,0,0,55,78,24,0.87,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2471,,,21.0,1510,9.0,105.0,525,61.0,,191.0,431,694,159.0,3.0,,1562,23.0,1041,21.0,350.0,465,16.0,285,,,155.0,27.0,,89.0,2030,28,14.0,,108.0,731.0,17.0,10,113.0,171.0,13.0,,,47.0,193.0,95.0,,,28,,,,42.0,261.0,1177,1212,85.0,12.0,80.0,66.0,3.0,1.0,,,,,5.0,49.0,26.0,,,24.0,44.0,18.0,38.0,25.0,97.0,1.0,6.0,11.0,1.0,9.0,,11.0,7.0,27.0,1.0,1.0,24.0,,1.0,14.0,,6.0,2.0,2.0,,5.0,5.0,4.0,1.0,,1.0,,1.0,,,,,,,,,
cpl::Football_Player::0437038bc2254a4a93d8d74d4278c768,M. Mohsen,Forge,Defender,2019,defender,9,363,1,0,4,0,1,0,5,9,8,0,2,0,45,79,2,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,363,,1.0,3.0,108,,27.0,53,3.0,2.0,4.0,71,38,20.0,1.0,,111,9.0,83,2.0,24.0,44,4.0,28,,,10.0,4.0,,4.0,244,9,4.0,,51.0,36.0,3.0,10,26.0,4.0,8.0,,,5.0,62.0,5.0,,,9,,,,30.0,4.0,84,87,11.0,1.0,36.0,21.0,,3.0,,,,,4.0,9.0,5.0,,,5.0,5.0,2.0,6.0,4.0,29.0,5.0,3.0,4.0,,1.0,,6.0,4.0,9.0,2.0,4.0,8.0,,,4.0,,2.0,,,,2.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,
cpl::Football_Player::687b021f2aa1423b944774a5ae2266fa,B. Owundi,Forge,Defender,2019,defender,22,1757,0,0,2,0,0,0,14,17,12,1,4,0,54,83,20,1.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1757,,,18.0,1025,1.0,72.0,259,46.0,4.0,94.0,195,615,87.0,1.0,,1054,17.0,815,17.0,181.0,378,,130,,,92.0,19.0,,52.0,1269,22,8.0,,66.0,442.0,6.0,10,74.0,58.0,12.0,,,37.0,134.0,91.0,,,22,,,,29.0,162.0,847,873,68.0,7.0,60.0,37.0,3.0,1.0,,,,,5.0,20.0,18.0,,,14.0,24.0,7.0,31.0,6.0,3.0,3.0,2.0,2.0,1.0,10.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
cpl::Football_Player::ebfeb9e972964148846658f57142a247,R. Thompson,York,Defender,2019,defender,10,802,0,0,3,0,0,0,5,9,3,0,1,0,57,85,9,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,802,,,4.0,519,1.0,14.0,103,18.0,1.0,43.0,89,342,38.0,,,526,9.0,389,6.0,81.0,153,4.0,51,,,40.0,9.0,,30.0,635,10,4.0,,30.0,223.0,5.0,10,37.0,56.0,3.0,,,23.0,70.0,43.0,,,10,,,,16.0,136.0,438,445,40.0,2.0,33.0,14.0,3.0,1.0,,,,1.0,1.0,10.0,3.0,,,5.0,18.0,1.0,17.0,5.0,2.0,1.0,3.0,3.0,,10.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::4a6631a1e64048b684e1097684c7e88b,L. Gasparotto,York,Defender,2019,defender,28,2520,1,0,14,0,5,0,24,22,24,2,3,0,76,84,37,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2520,,1.0,16.0,1355,1.0,104.0,220,49.0,3.0,87.0,257,943,149.0,1.0,,1399,22.0,1074,27.0,236.0,278,9.0,135,,,140.0,28.0,,101.0,1740,28,10.0,,94.0,581.0,48.0,10,189.0,89.0,24.0,,,128.0,262.0,116.0,,,28,,,,33.0,436.0,1123,1163,168.0,6.0,73.0,61.0,10.0,,,,,,8.0,33.0,18.0,1.0,,24.0,50.0,8.0,40.0,9.0,8.0,,9.0,14.0,7.0,28.0,,,,,,3.0,,,,,,,,,2.0,,5.0,,1.0,,1.0,,1.0,,,1.0,,,,,,
cpl::Football_Player::9a8c1c58c9cb40d0be8f066b13f3ba47,J. Murrell,Valour,Defender,2019,defender,20,1784,0,0,4,0,3,0,27,30,14,0,4,1,64,77,33,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1784,,1.0,9.0,712,7.0,52.0,218,49.0,4.0,100.0,220,344,77.0,4.0,,738,30.0,494,28.0,177.0,171,5.0,131,,,88.0,20.0,,55.0,1052,20,18.0,,125.0,340.0,12.0,10,110.0,67.0,14.0,,,42.0,190.0,64.0,,,20,,,,57.0,175.0,543,561,65.0,4.0,80.0,68.0,5.0,1.0,1.0,1.0,,1.0,8.0,46.0,15.0,1.0,,27.0,25.0,9.0,23.0,19.0,60.0,,1.0,4.0,1.0,15.0,1.0,9.0,1.0,6.0,1.0,7.0,9.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,
cpl::Football_Player::6981001867ad42d9b6d9bfc216cfab71,D. Samuel,Forge,Defender,2019,defender,26,2134,0,1,2,0,0,1,29,43,39,0,5,1,51,79,19,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2134,,2.0,8.0,888,7.0,78.0,319,42.0,5.0,72.0,291,411,121.0,2.0,,919,43.0,663,16.0,193.0,150,4.0,119,,,110.0,25.0,,85.0,1409,26,22.0,,161.0,446.0,10.0,10,124.0,63.0,39.0,,,31.0,221.0,75.0,,,26,,,,68.0,245.0,699,726,60.0,8.0,97.0,93.0,3.0,4.0,1.0,,,,12.0,43.0,27.0,,,29.0,32.0,14.0,29.0,14.0,117.0,1.0,2.0,2.0,,9.0,,11.0,4.0,26.0,4.0,8.0,11.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,
cpl::Football_Player::e7267f506fe9420b8f1529ab912d5a08,M. Hamilton,Cavalry,Defender,2019,defender,18,1275,0,2,4,0,1,2,19,13,12,4,1,0,70,85,12,0.85,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1275,,,2.0,578,5.0,114.0,226,12.0,1.0,24.0,176,293,67.0,1.0,,605,13.0,485,9.0,91.0,52,6.0,82,,,82.0,14.0,,30.0,925,18,7.0,,116.0,218.0,17.0,10,67.0,29.0,12.0,,,7.0,126.0,12.0,,,18,,,,56.0,221.0,490,514,10.0,5.0,59.0,60.0,3.0,3.0,,,,,15.0,33.0,30.0,,,19.0,8.0,11.0,3.0,14.0,100.0,4.0,3.0,4.0,2.0,3.0,,20.0,5.0,17.0,5.0,9.0,21.0,,,2.0,,1.0,1.0,2.0,4.0,,1.0,,,,,,,,,,,,,,,
cpl::Football_Player::cfb4634bc5a0472c9999c3364d73937c,A. De Carolis,Wanderers,Defender,2019,defender,17,1246,0,0,10,0,4,0,21,14,7,1,3,0,46,71,21,1.52,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1246,,,6.0,440,8.0,92.0,137,23.0,3.0,51.0,249,200,85.0,,,468,14.0,304,17.0,136.0,112,11.0,104,,,79.0,15.0,,47.0,831,17,3.0,,105.0,244.0,10.0,10,64.0,28.0,7.0,,,15.0,137.0,35.0,,,17,,,,56.0,20.0,310,332,32.0,3.0,73.0,49.0,4.0,4.0,,,,,8.0,35.0,18.0,,,21.0,13.0,7.0,17.0,14.0,99.0,2.0,6.0,10.0,1.0,4.0,,8.0,5.0,51.0,3.0,12.0,15.0,1.0,,8.0,,2.0,,,1.0,4.0,4.0,3.0,,,,,,,,,,,,,,
cpl::Football_Player::dbae960e1a0c4c7ba2104c9a904d6ab5,K. Awuah,Forge,Defender,2019,defender,27,1975,0,5,5,0,1,5,43,30,22,3,4,0,44,80,18,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1975,,,5.0,1022,7.0,180.0,481,22.0,4.0,57.0,409,365,162.0,2.0,,1054,30.0,788,15.0,219.0,356,24.0,183,,,164.0,22.0,,61.0,1670,27,15.0,,230.0,396.0,27.0,10,131.0,47.0,22.0,,,21.0,277.0,19.0,,,27,,,,120.0,122.0,804,835,47.0,9.0,146.0,110.0,3.0,5.0,,,,,27.0,61.0,35.0,2.0,,43.0,41.0,15.0,26.0,18.0,162.0,5.0,4.0,5.0,1.0,4.0,1.0,25.0,11.0,28.0,11.0,27.0,25.0,,5.0,1.0,,,3.0,5.0,3.0,,1.0,,,,,,,,,,1.0,,,,,
cpl::Football_Player::1669b606345b4345b00d59de89c1c7eb,D. Abzi,Blainville,Defender,2019,defender,24,1814,1,4,23,0,10,4,33,29,16,2,3,0,59,79,22,1.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1814,1.0,1.0,9.0,962,25.0,166.0,319,31.0,3.0,74.0,444,472,142.0,1.0,,993,29.0,714,15.0,216.0,446,19.0,202,,,157.0,21.0,,73.0,1728,24,11.0,,227.0,350.0,59.0,10,138.0,63.0,16.0,,,26.0,271.0,31.0,,,24,,,,115.0,31.0,747,777,44.0,5.0,133.0,112.0,7.0,2.0,,,,,52.0,45.0,52.0,3.0,,33.0,49.0,18.0,18.0,12.0,180.0,3.0,13.0,23.0,6.0,5.0,,58.0,14.0,25.0,14.0,49.0,59.0,,,1.0,,1.0,2.0,4.0,2.0,,10.0,,1.0,,1.0,,,,1.0,,,,,,,
cpl::Football_Player::e326249a70d9429ea38dcc14c036af89,M. Arguiñarena,Valour,Defender,2019,defender,18,1534,0,1,8,0,2,1,34,14,32,0,1,0,54,76,26,1.53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1534,,1.0,9.0,608,7.0,82.0,266,27.0,1.0,56.0,230,231,100.0,2.0,,642,14.0,432,22.0,156.0,214,12.0,139,,,84.0,17.0,,45.0,1094,18,8.0,,149.0,326.0,4.0,10,117.0,54.0,32.0,,,17.0,180.0,19.0,,,18,,,,49.0,20.0,460,486,31.0,3.0,63.0,100.0,4.0,1.0,,,,,13.0,55.0,28.0,1.0,,34.0,36.0,12.0,14.0,21.0,155.0,1.0,6.0,8.0,2.0,6.0,2.0,23.0,11.0,19.0,8.0,4.0,28.0,,,6.0,,3.0,1.0,1.0,,2.0,2.0,3.0,,,,,,,,,,,,,,
cpl::Football_Player::3a791a9f988043e08a7483106f92c55c,O.Oyegunle,Forge,Defender,2019,defender,1,38,0,0,0,0,0,0,0,1,1,0,0,0,0,58,3,7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38,,,,7,,1.0,1,,,,8,3,3.0,,,7,1.0,3,2.0,3.0,3,,5,,,,,,,22,1,,,2.0,3.0,,10,2.0,1.0,1.0,,,,3.0,1.0,,,1,,,,,,4,4,1.0,,1.0,2.0,1.0,,,,,,,1.0,4.0,,,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,2.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::d673ea35954f4370867e9810a89a6902,C. Hocine,Wanderers,Defender,2019,defender,4,352,0,0,0,0,0,0,2,7,1,0,1,0,66,75,5,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,352,,,2.0,123,,8.0,23,4.0,1.0,18.0,35,71,15.0,1.0,,127,7.0,84,3.0,33.0,26,,20,,,16.0,4.0,,13.0,161,4,3.0,,10.0,60.0,,10,9.0,10.0,1.0,,,6.0,19.0,12.0,,,4,,,,7.0,33.0,92,94,9.0,1.0,10.0,3.0,2.0,1.0,,,,,,2.0,1.0,,,2.0,8.0,,3.0,,1.0,,,,,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::3d491de2b55343c2990181e2b04da353,M. Doner,York,Defender,2019,defender,25,2250,1,4,2,0,1,4,29,23,35,2,3,0,59,81,32,1.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2250,,,7.0,1024,10.0,188.0,400,25.0,3.0,52.0,370,458,153.0,1.0,,1046,23.0,778,23.0,205.0,46,12.0,185,,,158.0,25.0,,75.0,1719,25,10.0,,180.0,362.0,18.0,10,146.0,63.0,35.0,,,37.0,242.0,38.0,,,25,,,,71.0,450.0,819,841,62.0,6.0,96.0,109.0,9.0,,,,,,34.0,42.0,50.0,1.0,,29.0,29.0,14.0,25.0,13.0,226.0,,1.0,2.0,1.0,14.0,1.0,55.0,17.0,24.0,17.0,19.0,55.0,,1.0,1.0,,,4.0,4.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
cpl::Football_Player::edf6ef9ee973485dbbf8b5123cf83a94,K. Chung,Pacific,Defender,2019,defender,24,2032,1,2,3,0,1,2,41,16,10,2,2,0,51,79,34,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2032,,,7.0,836,6.0,170.0,286,25.0,2.0,54.0,320,396,133.0,4.0,,854,16.0,611,28.0,187.0,62,14.0,152,,,141.0,24.0,,69.0,1415,24,16.0,,157.0,343.0,13.0,10,111.0,56.0,10.0,,,23.0,202.0,41.0,,,24,,,,69.0,279.0,650,667,45.0,5.0,91.0,88.0,6.0,4.0,,,,,22.0,57.0,35.0,,,41.0,31.0,17.0,22.0,16.0,175.0,,2.0,3.0,5.0,10.0,1.0,34.0,15.0,29.0,15.0,16.0,34.0,,,,,,,2.0,2.0,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,
cpl::Football_Player::3aaf25a2f090423584d5e9d492e5ca42,J. Grant,Atlético,Defender,2019,defender,13,882,1,1,5,0,2,1,23,15,7,0,2,0,43,70,8,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,882,,1.0,3.0,357,9.0,79.0,144,17.0,2.0,26.0,204,109,84.0,2.0,,360,15.0,235,7.0,110.0,5,6.0,96,,,40.0,12.0,,34.0,638,13,10.0,,107.0,142.0,39.0,10,59.0,15.0,7.0,,,10.0,130.0,15.0,,,13,,,,58.0,134.0,248,250,23.0,1.0,71.0,49.0,1.0,6.0,,,,,12.0,31.0,22.0,,,23.0,15.0,8.0,13.0,8.0,63.0,1.0,3.0,5.0,3.0,2.0,,20.0,3.0,16.0,3.0,18.0,20.0,,,,,,1.0,1.0,,,2.0,,1.0,,1.0,,,,1.0,,,,,,,
cpl::Football_Player::fd03514f423c4cf7b7ff6fc6b9d2536d,Y. Le Bourhis,Valour,Defender,2019,defender,8,720,0,0,2,0,1,0,11,9,2,0,0,0,45,67,20,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,720,,,4.0,243,1.0,14.0,48,17.0,,45.0,102,118,40.0,2.0,,251,9.0,146,19.0,85.0,72,,47,,,30.0,8.0,,38.0,363,8,6.0,,32.0,130.0,2.0,10,31.0,20.0,2.0,,,14.0,63.0,41.0,,,8,,,,15.0,35.0,161,166,31.0,2.0,32.0,17.0,1.0,,,,,,1.0,14.0,6.0,,,11.0,5.0,3.0,17.0,3.0,9.0,,1.0,2.0,,2.0,,,,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
cpl::Football_Player::1ada73d8bf034890ab66cfbd681d0f7c,C. N'Sa,Wanderers,Defender,2019,defender,18,1217,0,0,3,0,1,0,18,18,17,0,5,0,68,75,19,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1217,,1.0,7.0,470,1.0,58.0,90,27.0,5.0,59.0,172,280,65.0,1.0,,493,18.0,336,14.0,124.0,113,2.0,77,,,84.0,14.0,,51.0,752,18,11.0,,80.0,202.0,4.0,10,74.0,33.0,17.0,,,26.0,118.0,45.0,,,18,,,,32.0,120.0,351,369,38.0,2.0,44.0,48.0,5.0,2.0,,,,,5.0,26.0,15.0,1.0,1.0,18.0,25.0,5.0,12.0,8.0,39.0,4.0,2.0,3.0,4.0,9.0,,4.0,1.0,11.0,1.0,5.0,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
cpl::Football_Player::79d4e376b2c74a5fbcb22b655feaae51,M. de Jong,Whitecaps,Defender,2019,defender,2,50,0,0,1,0,1,0,3,0,1,0,0,0,50,74,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,,,,19,1.0,2.0,9,,,1.0,13,5,4.0,,,19,,14,,5.0,12,1.0,10,,,2.0,,,1.0,39,2,,,5.0,4.0,4.0,10,5.0,,1.0,,,1.0,7.0,2.0,,,2,,,,1.0,1.0,14,14,2.0,,2.0,4.0,,,,,,,,3.0,4.0,,,3.0,,2.0,1.0,,1.0,2.0,,1.0,1.0,,,5.0,,,,1.0,6.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,
cpl::Football_Player::f3ffebc2701c4e608f9f5055198c5ec9,D. Norman,Vancouver FC,Defender,2019,defender,8,596,0,0,2,0,1,0,10,8,14,0,2,0,27,80,6,0.91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,596,,,1.0,286,3.0,37.0,106,1.0,2.0,19.0,88,130,41.0,1.0,,296,8.0,223,5.0,60.0,69,4.0,46,,,36.0,7.0,,18.0,407,8,5.0,,58.0,105.0,4.0,10,43.0,13.0,14.0,,,8.0,87.0,9.0,,,8,,,,23.0,85.0,228,236,29.0,2.0,44.0,35.0,1.0,3.0,,,,,3.0,19.0,11.0,,,10.0,8.0,6.0,21.0,9.0,4.0,1.0,1.0,2.0,4.0,3.0,,1.0,,,,2.0,4.0,2.0,1.0,2.0,,2.0,,,,,1.0,2.0,,,,,,,,1.0,,,,,,
cpl::Football_Player::01179385d09040b79164226957eb778f,A. Mitter,Valour,Defender,2019,defender,20,1513,0,0,1,0,0,0,13,23,7,0,4,1,51,84,34,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1513,,3.0,6.0,586,1.0,49.0,96,15.0,4.0,53.0,108,422,50.0,4.0,,621,23.0,471,32.0,103.0,188,2.0,69,,,46.0,19.0,,34.0,760,20,7.0,,47.0,236.0,2.0,10,63.0,47.0,7.0,,,39.0,123.0,50.0,,,20,,,,23.0,148.0,488,518,76.0,2.0,60.0,24.0,2.0,5.0,1.0,1.0,,,,17.0,4.0,4.0,,13.0,29.0,3.0,37.0,4.0,2.0,1.0,1.0,1.0,,13.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::00cb81880a254ba7957fdb6ee6eec8a8,M. Trafford,Cavalry,Defender,2019,defender,22,1891,0,0,6,0,3,0,6,12,12,2,2,0,55,84,18,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1891,,,13.0,1001,3.0,48.0,207,25.0,2.0,91.0,177,668,76.0,2.0,,1042,12.0,776,15.0,167.0,346,5.0,108,,,78.0,21.0,,61.0,1192,22,3.0,,38.0,452.0,13.0,10,51.0,99.0,12.0,,,30.0,92.0,54.0,,,22,,,,17.0,196.0,845,875,54.0,6.0,41.0,21.0,3.0,,,,,,2.0,11.0,4.0,1.0,,6.0,14.0,,24.0,5.0,7.0,1.0,3.0,6.0,,14.0,,2.0,,,,,2.0,,,1.0,,,,,2.0,,3.0,1.0,,,,,,,,,,,,,,
