playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,KeyPasses(attemptAssists),Touches,YellowCards,TotalUnsuccessfulPasses(ExclCrosses&Corners),TimePlayed,GroundDuelsLost,Catches,AerialDuelsWon,DuelsWon,GoalsConcededOutsideBox,PenaltiesFaced,SuccessfulOpenPlayPasses,SuccessfulLaunches,GroundDuels,SavesMadeFromInsideBox,Duels,UnsuccessfulLaunches,Putthrough/blockedDistribution,CleanSheets,LeftsidePasses,Starts,SavesMade-Parried,SavesMade,TotalFoulsConceded,PenaltyGoalsConceded,GoalsConcededInsideBox,TotalClearances,TotalPasses,Recoveries,SuccessfulPassesOppositionHalf,GoalkeeperSmother,GkUnsuccessfulDistribution,GamesPlayed,SuccessfulPassesOwnHalf,ForwardPasses,RightsidePasses,Drops,Putthrough/blockedDistributionWon,UnsuccessfulLongPasses,Punches,DuelsLost,SuccessfulLongPasses,GkSuccessfulDistribution,TotalLossesOfPossession,Index,Appearances,OpenPlayPasses,UnsuccessfulShortPasses,SavesMadeFromOutsideBox,FoulAttemptedTackle,SuccessfulShortPasses,AerialDuels,TacklesLost,TotalTackles,TotalTouchesInOppositionBox,TotalSuccessfulPasses(ExclCrosses&Corners),UnsuccessfulPassesOppositionHalf,TotalFoulsWon,GoalKicks,GroundDuelsWon,UnsuccessfulPassesOwnHalf,PenaltiesConceded,CornersWon,WinningGoal,SavesMade-Caught,AerialDuelsLost,Interceptions,SuccessfulDribbles,SubstituteOff,SubstituteOn,CrossesNotClaimed,UnsuccessfulLay-offs,SavesFromPenalty,PenaltiesSaved,OwnGoalScored,CornersTaken(inclShortCorners),TotalShots,UnsuccessfulCrossesOpenPlay,ThrowInsToOppositionPlayer,UnsuccessfulCrosses&Corners,TacklesWon,BlockedShots,ShotsOnTarget(IncGoals),TimesTackled,Blocks,SuccessfulCrosses&Corners,ThrowInsToOwnPlayer,UnsuccessfulCornersIntoBox,SuccessfulCrossesOpenPlay,SuccessfulCornersIntoBox,BackwardPasses,UnsuccessfulDribbles,RightFootGoals,SuccessfulLay-offs,Assists(intentional),GoalsFromInsideBox,Goals,Offsides,PenaltiesTaken,GoalAssists,ShotsOffTarget(incWoodwork),PenaltyGoals,LeftFootGoals,SecondGoalAssists,AttemptsFromSetPieces,HomeGoals,AwayGoals,HandballsConceded,Overruns,HeadedGoals,ThroughBalls,LastManTackle,FoulWonPenalty,ClearancesOffTheLine,GoalsFromOutsideBox,StraightRedCards,TotalRedCards,LastPlayerTackle,RedCards-2ndYellow,SetPiecesGoals,PenaltiesOffTarget,OtherGoals
cpl::Football_Player::24a77d6eb2fd4d2d875f2d3fbab2679b,R. Ferrazzo,York,Defender,2023,defender,23,1208,0,1,11,0,3,1,24,22,24,4,6,0,40,81.0,15,1.12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,992.0,6.0,127.0,1208.0,63.0,,10.0,91.0,6.0,,509.0,3.0,144.0,,169.0,6.0,29.0,1.0,187.0,14.0,,,22.0,2.0,9.0,15.0,643.0,68.0,253.0,,,23.0,272.0,212.0,110.0,,16.0,27.0,,78.0,29.0,,206.0,10.0,23.0,635.0,100.0,,13.0,487.0,25.0,17.0,41.0,31.0,516.0,102.0,24.0,,81.0,44.0,,6.0,0.0,,15.0,18.0,16.0,8.0,9.0,,1.0,,,,1.0,11.0,19.0,11.0,19.0,24.0,9.0,3.0,23.0,1.0,9.0,70.0,,9.0,,134.0,12.0,,7.0,1.0,,,4.0,,1.0,8.0,,,,,,,,5.0,,1.0,,1.0,1.0,,,,,,,,
cpl::Football_Player::dbd8bd41aa5a42158cc6c3a4c952bfdf,Z. Fernandez,Valour,Defender,2023,defender,24,1947,3,2,10,0,6,2,39,26,46,5,8,0,53,82.0,29,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1424.0,8.0,160.0,1947.0,98.0,,29.0,142.0,9.0,,683.0,2.0,211.0,,265.0,21.0,60.0,3.0,292.0,22.0,,,26.0,1.0,20.0,54.0,858.0,96.0,392.0,,,24.0,315.0,296.0,118.0,,25.0,34.0,,123.0,19.0,,292.0,10.0,24.0,842.0,126.0,,13.0,679.0,54.0,18.0,57.0,62.0,698.0,136.0,46.0,,113.0,56.0,,16.0,1.0,,25.0,25.0,11.0,8.0,2.0,,,,,1.0,,10.0,32.0,12.0,32.0,39.0,5.0,6.0,42.0,4.0,9.0,136.0,,9.0,,152.0,19.0,3.0,4.0,1.0,2.0,3.0,5.0,,2.0,4.0,,,,,0.0,3.0,1.0,3.0,,1.0,,,,1.0,,,,,,,
cpl::Football_Player::ebad96b764c947998691fc6dcd98daa5,C. Campagna,Wanderers,Defender,2023,defender,10,539,0,0,1,0,0,0,9,15,4,1,4,0,71,82.0,11,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,395.0,4.0,49.0,539.0,30.0,,10.0,37.0,5.0,,209.0,2.0,57.0,,71.0,6.0,5.0,1.0,64.0,5.0,,,15.0,2.0,6.0,17.0,270.0,24.0,73.0,,,10.0,148.0,141.0,47.0,,2.0,19.0,,34.0,19.0,,74.0,10.0,10.0,258.0,30.0,,7.0,202.0,14.0,10.0,19.0,1.0,221.0,26.0,4.0,,27.0,26.0,,,0.0,,4.0,7.0,4.0,2.0,5.0,,,,,,,1.0,3.0,8.0,3.0,9.0,,,6.0,3.0,,33.0,,,,18.0,1.0,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
cpl::Football_Player::c59ec6914e4d490d953655a38bc129ee,U. Chima,Cavalry,Defender,2023,defender,13,838,0,0,1,0,1,0,9,12,9,1,3,0,64,88.0,11,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,612.0,3.0,67.0,838.0,19.0,,11.0,36.0,,,443.0,1.0,44.0,,61.0,10.0,7.0,,163.0,9.0,,,12.0,1.0,11.0,24.0,523.0,36.0,82.0,,,13.0,374.0,172.0,121.0,,2.0,28.0,,25.0,24.0,,77.0,10.0,13.0,508.0,39.0,,6.0,432.0,17.0,5.0,14.0,4.0,456.0,42.0,9.0,,25.0,25.0,,1.0,0.0,,6.0,8.0,2.0,1.0,4.0,,,,,,,1.0,,2.0,,9.0,,1.0,3.0,5.0,,7.0,,,,67.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
cpl::Football_Player::c3b03cc1de7848cdaaca16450017b36d,D. Nimick,Forge,Defender,2023,defender,28,2520,6,3,12,0,8,3,24,19,17,1,6,0,58,87.0,32,1.14,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1905.0,6.0,206.0,2520.0,48.0,,40.0,114.0,9.0,,1278.0,4.0,122.0,,190.0,14.0,33.0,7.0,649.0,28.0,,,19.0,2.0,23.0,104.0,1553.0,143.0,435.0,,,28.0,916.0,643.0,173.0,,12.0,87.0,,76.0,179.0,,246.0,10.0,28.0,1484.0,119.0,,8.0,1168.0,68.0,13.0,37.0,28.0,1347.0,133.0,17.0,,74.0,86.0,,3.0,3.0,,28.0,29.0,20.0,,,,,,,2.0,,12.0,13.0,1.0,13.0,24.0,3.0,8.0,12.0,14.0,4.0,19.0,,4.0,,88.0,5.0,4.0,,2.0,6.0,6.0,1.0,4.0,3.0,4.0,4.0,,,,5.0,1.0,,1.0,2.0,2.0,,,1.0,,,,,,,,
cpl::Football_Player::3f2d3c2444df4c23b5e35783047ed538,A. White,Vancouver FC,Defender,2023,defender,20,1500,0,1,1,0,0,1,13,7,8,1,1,0,30,83.0,28,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,893.0,1.0,130.0,1500.0,19.0,,12.0,39.0,2.0,,591.0,4.0,46.0,,86.0,17.0,15.0,3.0,103.0,17.0,,,7.0,5.0,26.0,55.0,733.0,87.0,154.0,,,20.0,449.0,301.0,275.0,,6.0,62.0,,47.0,36.0,,149.0,10.0,20.0,719.0,68.0,,1.0,567.0,40.0,3.0,16.0,6.0,603.0,81.0,8.0,,27.0,51.0,,,0.0,,28.0,12.0,3.0,2.0,3.0,,,,,1.0,,1.0,2.0,,2.0,13.0,1.0,,4.0,14.0,,2.0,,,,54.0,2.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::29e56c09baf549469b4a5934262e3dbf,J. Ruby,Wanderers,Defender,2023,defender,9,615,0,1,2,0,1,1,15,1,8,0,0,0,50,90.0,7,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,467.0,,33.0,615.0,17.0,,5.0,37.0,1.0,,262.0,,49.0,,59.0,4.0,7.0,1.0,69.0,8.0,,,1.0,1.0,6.0,14.0,301.0,43.0,111.0,,,9.0,161.0,101.0,88.0,,6.0,6.0,,22.0,11.0,,68.0,10.0,9.0,295.0,27.0,,,257.0,10.0,8.0,23.0,9.0,268.0,25.0,8.0,,32.0,18.0,,,0.0,,5.0,18.0,1.0,4.0,1.0,,,,,,,2.0,10.0,8.0,10.0,15.0,2.0,1.0,5.0,,4.0,35.0,,4.0,,43.0,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
cpl::Football_Player::62df1dfa6f324b52a9f83820c5fd617c,D. Henry,Whitecaps,Defender,2023,defender,14,420,0,0,3,0,0,0,6,3,0,0,2,0,53,87.0,8,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,261.0,2.0,27.0,420.0,5.0,,8.0,18.0,2.0,,158.0,,15.0,,30.0,2.0,3.0,,64.0,3.0,,,3.0,1.0,6.0,24.0,203.0,20.0,41.0,,,14.0,135.0,93.0,41.0,,2.0,17.0,,12.0,13.0,11.0,29.0,10.0,14.0,185.0,10.0,,2.0,163.0,15.0,3.0,9.0,7.0,176.0,16.0,,11.0,10.0,11.0,,,0.0,,7.0,3.0,1.0,1.0,11.0,,,,,,,3.0,,,,6.0,1.0,,1.0,5.0,,,,,,5.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::fb189b88380942cc9861e75621409177,J. Cameron,Vancouver FC,Defender,2023,defender,19,1504,1,0,5,0,3,0,43,26,22,0,3,0,46,78.0,26,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1014.0,3.0,129.0,1504.0,91.0,,19.0,129.0,2.0,,425.0,2.0,201.0,,242.0,14.0,40.0,2.0,91.0,17.0,,,26.0,4.0,24.0,36.0,562.0,112.0,199.0,,,19.0,238.0,192.0,156.0,,22.0,24.0,,113.0,18.0,,260.0,10.0,19.0,553.0,105.0,,14.0,415.0,41.0,27.0,70.0,15.0,433.0,85.0,22.0,,110.0,66.0,1.0,6.0,1.0,,22.0,18.0,19.0,4.0,2.0,,,,,,,5.0,22.0,55.0,22.0,43.0,3.0,3.0,23.0,4.0,4.0,83.0,,4.0,,123.0,11.0,1.0,,,1.0,1.0,,,,2.0,,,,,1.0,0.0,,3.0,,,,,,,,,,,,,
cpl::Football_Player::4da84a61c12443e48f9c5d0dd8f2f3ae,K. Dada-Luke,Vancouver FC,Defender,2023,defender,29,2329,0,1,5,0,2,1,53,19,36,1,3,0,45,80.0,30,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,1539.0,3.0,158.0,2329.0,90.0,,22.0,177.0,4.0,,612.0,7.0,245.0,,293.0,22.0,41.0,6.0,255.0,26.0,,,19.0,3.0,26.0,44.0,781.0,129.0,343.0,,,29.0,297.0,267.0,23.0,,14.0,47.0,,116.0,35.0,,370.0,10.0,29.0,768.0,111.0,,10.0,588.0,48.0,18.0,71.0,25.0,623.0,163.0,36.0,,155.0,56.0,2.0,20.0,0.0,,26.0,37.0,48.0,4.0,3.0,,,,,,,5.0,61.0,46.0,61.0,53.0,1.0,2.0,53.0,3.0,17.0,213.0,,17.0,,236.0,30.0,,1.0,1.0,,,1.0,,1.0,3.0,,,1.0,,,,1.0,8.0,,1.0,,,,,,,,,,,
cpl::Football_Player::7205a0ef2aab4cf98da19157fb879f8a,E. Lajeunesse,Pacific,Defender,2023,defender,6,455,0,0,1,0,1,0,5,4,4,0,1,0,30,83.0,4,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,329.0,1.0,43.0,455.0,12.0,,3.0,15.0,,,197.0,,24.0,,34.0,5.0,10.0,2.0,30.0,5.0,,,4.0,,4.0,6.0,251.0,29.0,85.0,,,6.0,123.0,141.0,69.0,,4.0,17.0,,19.0,6.0,,66.0,10.0,6.0,240.0,26.0,,3.0,202.0,10.0,2.0,7.0,6.0,208.0,24.0,4.0,,12.0,21.0,,1.0,0.0,,7.0,5.0,1.0,1.0,1.0,,,,,,,1.0,2.0,11.0,2.0,5.0,1.0,1.0,4.0,4.0,,16.0,,,,11.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
cpl::Football_Player::edf6ef9ee973485dbbf8b5123cf83a94,K. Chung,Pacific,Defender,2023,defender,13,1002,0,1,2,0,1,1,19,8,10,0,2,0,42,84.0,20,1.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,580.0,2.0,53.0,1002.0,29.0,,6.0,55.0,2.0,,273.0,,78.0,,92.0,7.0,12.0,1.0,139.0,12.0,,,8.0,3.0,18.0,24.0,331.0,42.0,132.0,,,13.0,151.0,89.0,16.0,,3.0,20.0,,37.0,15.0,,121.0,10.0,13.0,326.0,33.0,,7.0,263.0,14.0,10.0,29.0,3.0,278.0,62.0,10.0,,49.0,14.0,1.0,8.0,0.0,,8.0,11.0,10.0,6.0,1.0,,,,,,5.0,2.0,19.0,14.0,23.0,19.0,2.0,1.0,13.0,3.0,5.0,63.0,1.0,2.0,3.0,87.0,6.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,
cpl::Football_Player::c182423a01294fc4a488163b7c07b7f4,G. Metusala,Forge,Defender,2023,defender,19,1433,0,0,2,0,2,0,16,14,5,0,2,0,54,91.0,15,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1114.0,2.0,89.0,1433.0,30.0,,13.0,47.0,3.0,,853.0,2.0,64.0,,88.0,5.0,13.0,6.0,225.0,16.0,,,14.0,1.0,12.0,34.0,959.0,85.0,327.0,,,19.0,543.0,321.0,347.0,,7.0,27.0,,41.0,53.0,,116.0,10.0,19.0,940.0,62.0,,4.0,817.0,24.0,7.0,23.0,3.0,870.0,53.0,5.0,,34.0,39.0,,3.0,0.0,,11.0,10.0,6.0,2.0,3.0,,,,,,,2.0,3.0,5.0,3.0,16.0,1.0,2.0,8.0,8.0,,16.0,,,,66.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::a22a6c20e107412398d843c4ab034577,R. Romeo,Valour,Defender,2023,defender,25,2189,0,0,3,0,1,0,20,16,6,0,6,1,59,84.0,43,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1442.0,6.0,192.0,2189.0,29.0,,47.0,83.0,5.0,,951.0,7.0,65.0,,144.0,24.0,12.0,4.0,351.0,25.0,,,16.0,6.0,38.0,114.0,1177.0,116.0,270.0,,,25.0,716.0,463.0,297.0,,7.0,119.0,,61.0,109.0,,211.0,10.0,25.0,1136.0,73.0,,7.0,876.0,79.0,10.0,30.0,14.0,985.0,132.0,6.0,,36.0,62.0,2.0,1.0,0.0,,32.0,28.0,1.0,,,,,,,,,3.0,2.0,,2.0,20.0,3.0,1.0,7.0,20.0,1.0,3.0,,1.0,,66.0,2.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,2.0,,1.0,1.0,,,,,
cpl::Football_Player::6981001867ad42d9b6d9bfc216cfab71,D. Samuel,Forge,Defender,2023,defender,21,1194,0,0,4,0,1,0,8,18,25,1,4,0,64,86.0,16,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,926.0,4.0,95.0,1194.0,42.0,,27.0,84.0,3.0,,525.0,1.0,99.0,,141.0,13.0,20.0,2.0,136.0,12.0,,,18.0,3.0,13.0,28.0,649.0,73.0,236.0,,,21.0,321.0,274.0,157.0,,11.0,30.0,,57.0,21.0,,166.0,10.0,21.0,619.0,65.0,,11.0,533.0,42.0,8.0,16.0,15.0,554.0,62.0,25.0,,57.0,37.0,,4.0,0.0,,15.0,14.0,17.0,3.0,9.0,,,,,,,4.0,4.0,18.0,4.0,8.0,3.0,1.0,16.0,2.0,3.0,51.0,,3.0,,82.0,8.0,,,,,,1.0,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,
cpl::Football_Player::9e87d386b53a4102aaeecfa5f58e3304,J. Watson,Pacific,Defender,2023,defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::3aaf25a2f090423584d5e9d492e5ca42,J. Grant,Atlético,Defender,2023,defender,16,1052,0,1,4,0,3,1,14,5,4,0,1,0,80,79.0,12,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,782.0,1.0,114.0,1052.0,29.0,,12.0,39.0,,,407.0,5.0,56.0,,71.0,17.0,16.0,2.0,181.0,12.0,,,5.0,1.0,12.0,29.0,539.0,63.0,186.0,,,16.0,245.0,237.0,48.0,,5.0,47.0,,32.0,38.0,,168.0,10.0,16.0,521.0,67.0,,3.0,387.0,15.0,3.0,17.0,20.0,425.0,91.0,4.0,,27.0,37.0,,4.0,0.0,,3.0,9.0,6.0,4.0,4.0,,,,,1.0,,4.0,14.0,17.0,14.0,14.0,2.0,3.0,12.0,4.0,6.0,75.0,,6.0,,73.0,7.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
cpl::Football_Player::20d3548360484da9961196997ffa91d6,T. Mourdoukoutas,Valour,Defender,2023,defender,22,1849,0,1,6,0,0,1,19,15,7,0,1,0,63,88.0,33,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1561.0,1.0,176.0,1849.0,21.0,,37.0,74.0,4.0,,1145.0,6.0,58.0,,116.0,26.0,15.0,4.0,465.0,21.0,,,15.0,,29.0,82.0,1358.0,140.0,317.0,,,22.0,865.0,461.0,365.0,,11.0,82.0,,42.0,94.0,,184.0,10.0,22.0,1315.0,94.0,,7.0,1088.0,58.0,10.0,29.0,16.0,1182.0,94.0,7.0,,37.0,82.0,,3.0,0.0,,21.0,24.0,2.0,2.0,1.0,,,,,,,6.0,,,,19.0,2.0,,3.0,9.0,,5.0,,,,67.0,,,1.0,1.0,,,,,1.0,6.0,,,,,,,,,,1.0,,,,,,,,,,,
cpl::Football_Player::46e85b6f18f042fe837554290482828b,A. Đidić,Atlético,Defender,2023,defender,27,2397,4,1,24,0,10,1,19,21,6,2,5,0,79,85.0,33,1.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1832.0,5.0,235.0,2397.0,31.0,,92.0,124.0,4.0,,1282.0,9.0,63.0,,179.0,23.0,17.0,7.0,581.0,27.0,,,21.0,3.0,29.0,118.0,1554.0,118.0,455.0,,,27.0,864.0,725.0,178.0,,5.0,99.0,,55.0,132.0,1.0,252.0,10.0,27.0,1508.0,136.0,,8.0,1187.0,116.0,6.0,25.0,59.0,1319.0,163.0,6.0,1.0,32.0,76.0,1.0,4.0,0.0,,24.0,32.0,1.0,1.0,,,,,,,,24.0,4.0,1.0,4.0,19.0,9.0,10.0,3.0,16.0,,5.0,,,,70.0,,1.0,,1.0,4.0,4.0,2.0,,1.0,14.0,,,,5.0,1.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,
cpl::Football_Player::d1f55ff48211437dbc695c82aa0f9d15,C. Loughrey,Wanderers,Defender,2023,defender,25,2225,0,0,6,0,1,0,10,23,1,1,7,0,60,86.0,27,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1414.0,7.0,184.0,2225.0,36.0,,32.0,53.0,9.0,,996.0,7.0,57.0,,110.0,26.0,13.0,7.0,265.0,25.0,,,23.0,3.0,18.0,59.0,1237.0,98.0,218.0,,,25.0,835.0,501.0,436.0,,8.0,107.0,,57.0,88.0,31.0,207.0,10.0,25.0,1175.0,77.0,,9.0,965.0,53.0,7.0,17.0,19.0,1053.0,108.0,1.0,31.0,21.0,78.0,2.0,3.0,0.0,,21.0,14.0,3.0,2.0,,,,,,,,6.0,2.0,3.0,2.0,10.0,4.0,1.0,3.0,13.0,,4.0,,,,35.0,1.0,,,,,,1.0,,,5.0,,,,,,,1.0,,,1.0,,,,,,,,,,,
cpl::Football_Player::903ceb96f6d24227b97549c536a85f9e,I. Bakare,Vancouver FC,Defender,2023,defender,25,1715,0,0,4,0,0,0,31,18,22,1,5,0,58,82.0,33,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1169.0,5.0,145.0,1715.0,64.0,,17.0,123.0,3.0,,601.0,6.0,170.0,,199.0,22.0,23.0,4.0,257.0,18.0,,,18.0,3.0,30.0,61.0,775.0,115.0,265.0,,,25.0,368.0,352.0,93.0,,11.0,61.0,,76.0,42.0,,233.0,10.0,25.0,742.0,84.0,,11.0,588.0,29.0,19.0,50.0,9.0,630.0,110.0,22.0,,106.0,50.0,1.0,2.0,0.0,,12.0,11.0,34.0,1.0,7.0,,,,,,,4.0,15.0,11.0,15.0,31.0,1.0,,26.0,18.0,3.0,67.0,,3.0,,73.0,17.0,,2.0,,,,1.0,,,4.0,,,,,,,,4.0,,,,,,,,,1.0,,,,
cpl::Football_Player::2765417c9ab14808ae40c91c05077259,M. Harms,Cavalry,Defender,2023,defender,3,114,0,0,0,0,0,0,3,2,2,0,0,0,33,85.0,1,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,99.0,,9.0,114.0,6.0,,1.0,9.0,1.0,,48.0,,14.0,,17.0,1.0,4.0,,18.0,1.0,,,2.0,,,2.0,57.0,8.0,19.0,,,3.0,29.0,21.0,2.0,,2.0,2.0,,8.0,2.0,,20.0,10.0,3.0,57.0,7.0,,1.0,46.0,3.0,2.0,5.0,,48.0,8.0,2.0,,8.0,2.0,,1.0,0.0,,2.0,,1.0,1.0,2.0,,,,,,,,1.0,4.0,1.0,3.0,,,1.0,,,17.0,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::58c03096b6c940afacb752b030a52ad2,M. Owolabi-Belewu,Forge,Defender,2023,defender,18,832,0,0,2,0,0,0,18,22,20,0,5,0,56,85.0,10,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,667.0,5.0,67.0,832.0,49.0,,13.0,73.0,2.0,,345.0,1.0,109.0,,132.0,6.0,19.0,2.0,38.0,9.0,,,22.0,2.0,8.0,17.0,425.0,47.0,173.0,,,18.0,185.0,167.0,154.0,,6.0,14.0,,59.0,6.0,,137.0,10.0,18.0,412.0,53.0,,7.0,352.0,23.0,9.0,27.0,11.0,358.0,49.0,20.0,,60.0,26.0,,4.0,0.0,,10.0,18.0,14.0,6.0,9.0,,,,,,,2.0,8.0,10.0,8.0,18.0,1.0,,25.0,2.0,,45.0,,,,66.0,16.0,,,,,,,,,2.0,,,,,,,2.0,6.0,,,,,,,,,,,,,
cpl::Football_Player::9fa7232743934bf2a022c4fe6a62c1b6,J. Haynes,Valour,Defender,2023,defender,14,902,0,0,2,0,0,0,28,11,11,0,3,0,84,83.0,16,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,773.0,3.0,94.0,902.0,32.0,,21.0,69.0,2.0,,426.0,7.0,80.0,,105.0,6.0,17.0,1.0,43.0,11.0,,,11.0,,14.0,25.0,535.0,55.0,210.0,,,14.0,237.0,216.0,203.0,,2.0,28.0,,36.0,46.0,,145.0,10.0,14.0,520.0,66.0,,10.0,395.0,25.0,7.0,35.0,3.0,441.0,77.0,11.0,,48.0,33.0,,1.0,0.0,,4.0,11.0,3.0,6.0,3.0,,,,,,,2.0,16.0,14.0,16.0,28.0,,,10.0,2.0,6.0,70.0,,6.0,,73.0,5.0,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,
cpl::Football_Player::bf1559f63d3642679c430ff1f41355a7,G. Mukumbilwa,Pacific,Defender,2023,defender,24,1776,0,0,1,0,1,0,35,18,18,1,3,1,48,85.0,23,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1440.0,3.0,152.0,1776.0,60.0,,16.0,106.0,4.0,,802.0,12.0,150.0,,183.0,44.0,19.0,4.0,117.0,20.0,,,18.0,,19.0,42.0,980.0,142.0,344.0,,,24.0,490.0,387.0,300.0,,5.0,72.0,,77.0,61.0,,279.0,10.0,24.0,953.0,80.0,,12.0,767.0,33.0,19.0,54.0,4.0,828.0,108.0,18.0,,90.0,67.0,,4.0,0.0,,17.0,40.0,19.0,4.0,4.0,,,,,,,1.0,20.0,49.0,23.0,35.0,,1.0,28.0,5.0,6.0,112.0,,4.0,,176.0,11.0,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,
