playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,SuccessfulPassesOppositionHalf,TotalFoulsWon,TotalUnsuccessfulPasses(ExclCrosses&Corners),Starts,Duels,AerialDuelsWon,GroundDuelsLost,SuccessfulLongPasses,DuelsWon,SavesMadeFromOutsideBox,TotalSuccessfulPasses(ExclCrosses&Corners),ForwardPasses,GroundDuels,SuccessfulPassesOwnHalf,YellowCards,Interceptions,PenaltyGoalsConceded,PenaltiesFaced,UnsuccessfulPassesOppositionHalf,Appearances,CleanSheets,SavesMadeFromInsideBox,LeftsidePasses,SavesMade,UnsuccessfulPassesOwnHalf,Recoveries,SavesMade-Parried,Index,OpenPlayPasses,GoalkeeperSmother,Catches,DuelsLost,SuccessfulShortPasses,CrossesNotClaimed,GamesPlayed,GkUnsuccessfulDistribution,TotalPasses,TotalClearances,Punches,Drops,Touches,SavesMade-Caught,SuccessfulOpenPlayPasses,TotalLossesOfPossession,RightsidePasses,TimePlayed,CornersWon,UnsuccessfulLongPasses,GoalsConcededOutsideBox,UnsuccessfulLaunches,AerialDuels,GroundDuelsWon,GkSuccessfulDistribution,GoalsConcededInsideBox,SuccessfulLaunches,UnsuccessfulShortPasses,WinningGoal,AerialDuelsLost,SubstituteOn,TotalFoulsConceded,SubstituteOff,SavesFromPenalty,PenaltiesSaved,TotalTackles,LastManTackle,TacklesWon,PenaltiesConceded,TacklesLost,SuccessfulDribbles,KeyPasses(attemptAssists),Putthrough/blockedDistribution,Putthrough/blockedDistributionWon,HomeGoals,AwayGoals,FoulAttemptedTackle,OwnGoalScored,TotalShots,ShotsOffTarget(incWoodwork),TotalTouchesInOppositionBox,UnsuccessfulCornersIntoBox,CornersTaken(inclShortCorners),ThrowInsToOwnPlayer,ThrowInsToOppositionPlayer,SuccessfulCrosses&Corners,UnsuccessfulCrossesOpenPlay,BackwardPasses,UnsuccessfulCrosses&Corners,SuccessfulCornersIntoBox,UnsuccessfulDribbles,GoalAssists,ShotsOnTarget(IncGoals),ThroughBalls,Assists(intentional),AttemptsFromSetPieces,TimesTackled,BlockedShots,SuccessfulLay-offs,Blocks,SuccessfulCrossesOpenPlay,HandballsConceded,StraightRedCards,TotalRedCards,RedCards-2ndYellow,Offsides,ClearancesOffTheLine,FoulWonPenalty,GoalsFromInsideBox,RightFootGoals,Goals,HeadedGoals,GoalsFromOutsideBox,LeftFootGoals,OtherGoals,SecondGoalAssists,PenaltiesTaken,PenaltyGoals,SetPiecesGoals,UnsuccessfulLay-offs
cpl::Football_Player::dbd8bd41aa5a42158cc6c3a4c952bfdf,Z. Fernandez,Valour,Defender,2022,defender,24,2100,0,4,3,0,2,4,31,31,51,4,6,0,65,76.0,30,1.29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.0,51.0,228.0,24.0,260.0,28.0,85.0,26.0,160.0,,697.0,380.0,217.0,272.0,6.0,29.0,3.0,,204.0,24.0,7.0,,352.0,,82.0,102.0,,10.0,888.0,,,100.0,671.0,,24.0,,925.0,37.0,,,1644.0,,665.0,411.0,25.0,2100.0,15.0,66.0,4.0,28.0,43.0,132.0,,26.0,4.0,162.0,0.0,15.0,,31.0,4.0,,,62.0,,31.0,,31.0,19.0,31.0,57.0,16.0,,,8.0,,3.0,1.0,35.0,7.0,20.0,231.0,34.0,26.0,43.0,168.0,58.0,7.0,29.0,4.0,2.0,2.0,3.0,,38.0,1.0,4.0,6.0,16.0,3.0,,,,4.0,1.0,2.0,,,,,,,,,,,,
cpl::Football_Player::29e56c09baf549469b4a5934262e3dbf,J. Ruby,Wanderers,Defender,2022,defender,10,795,0,0,1,0,0,0,20,3,5,0,0,0,61,87.0,9,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,5.0,60.0,9.0,57.0,8.0,8.0,20.0,44.0,,388.0,173.0,44.0,239.0,,7.0,,,53.0,10.0,4.0,,159.0,,16.0,30.0,,10.0,437.0,,,13.0,368.0,,10.0,,448.0,24.0,,,566.0,,380.0,80.0,60.0,795.0,,20.0,3.0,6.0,13.0,36.0,,6.0,2.0,40.0,0.0,5.0,1.0,3.0,2.0,,,29.0,,20.0,,9.0,2.0,2.0,7.0,5.0,,,2.0,,1.0,1.0,,,,8.0,1.0,1.0,9.0,56.0,9.0,,1.0,,,1.0,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::a742bcbb546f417d9003cfe9bf5e3676,N. Higgins,York,Defender,2022,defender,24,2082,0,1,6,0,4,1,19,37,9,2,4,0,56,79.0,44,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0,9.0,164.0,23.0,159.0,31.0,55.0,67.0,80.0,,614.0,315.0,104.0,432.0,4.0,41.0,8.0,,118.0,24.0,4.0,,256.0,,55.0,92.0,,10.0,742.0,,,79.0,547.0,,24.0,,778.0,77.0,,,1088.0,,584.0,217.0,132.0,2082.0,8.0,85.0,5.0,33.0,55.0,49.0,,39.0,9.0,79.0,0.0,24.0,1.0,37.0,2.0,,,35.0,1.0,19.0,1.0,16.0,5.0,2.0,15.0,9.0,,,23.0,1.0,6.0,2.0,18.0,,,25.0,19.0,1.0,9.0,75.0,9.0,,,1.0,4.0,1.0,1.0,,6.0,1.0,,19.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,
cpl::Football_Player::2765417c9ab14808ae40c91c05077259,M. Harms,Cavalry,Defender,2022,defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::49c115baca3047999a65b3cdefe88f4f,G. Escobar,TSS Rovers,Defender,2022,defender,5,200,0,0,0,0,0,0,6,3,2,0,1,0,60,70.0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,2.0,22.0,3.0,22.0,3.0,6.0,6.0,14.0,,50.0,28.0,17.0,34.0,1.0,10.0,,,22.0,5.0,,,4.0,,5.0,8.0,,10.0,70.0,,,8.0,44.0,,5.0,,72.0,6.0,,,135.0,,48.0,33.0,21.0,200.0,1.0,6.0,,,5.0,11.0,,,,16.0,0.0,2.0,2.0,3.0,3.0,,,8.0,,6.0,,2.0,1.0,2.0,6.0,2.0,,,3.0,,,,2.0,1.0,2.0,16.0,3.0,2.0,4.0,19.0,5.0,,2.0,,,,,,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::00cb81880a254ba7957fdb6ee6eec8a8,M. Trafford,Cavalry,Defender,2022,defender,23,1927,1,0,5,0,1,0,4,24,7,1,7,0,51,89.0,24,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.0,7.0,161.0,21.0,98.0,30.0,28.0,94.0,42.0,,1213.0,515.0,40.0,894.0,7.0,29.0,1.0,,109.0,23.0,8.0,,275.0,,52.0,94.0,,10.0,1309.0,,,56.0,1119.0,,23.0,,1374.0,63.0,,,1520.0,,1150.0,166.0,494.0,1927.0,,102.0,4.0,37.0,58.0,12.0,26.0,20.0,12.0,59.0,1.0,28.0,2.0,24.0,1.0,,,5.0,,4.0,,1.0,,6.0,8.0,4.0,0.0,1.0,12.0,,5.0,4.0,10.0,,,8.0,,,,90.0,,,2.0,,1.0,,,,3.0,,,7.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,
cpl::Football_Player::ce073937285b4114bca2f2a3b658f3da,L. Singh,York,Defender,2022,defender,23,2012,0,0,9,0,4,0,15,32,10,0,5,2,34,80.0,40,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.0,10.0,210.0,23.0,136.0,13.0,51.0,141.0,60.0,,800.0,476.0,98.0,495.0,5.0,42.0,7.0,,135.0,23.0,4.0,,141.0,,75.0,121.0,,10.0,960.0,,,76.0,659.0,,23.0,,1010.0,57.0,,,1232.0,,770.0,236.0,355.0,2012.0,1.0,121.0,5.0,30.0,38.0,47.0,,35.0,13.0,89.0,0.0,25.0,,32.0,4.0,,,25.0,,15.0,,10.0,12.0,2.0,19.0,7.0,,,18.0,,9.0,5.0,9.0,,,4.0,,,,38.0,,,7.0,,4.0,1.0,,1.0,9.0,4.0,,11.0,,,,2.0,2.0,,,,,,,,,,,,,,,
cpl::Football_Player::b131e479cff24c5f99ea9187ee25f527,Eriks Santos,Wanderers,Defender,2022,defender,24,2028,1,1,7,0,2,1,20,13,10,0,2,0,50,80.0,31,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.0,10.0,234.0,22.0,124.0,26.0,28.0,77.0,70.0,,901.0,555.0,72.0,612.0,2.0,29.0,3.0,,158.0,24.0,6.0,,190.0,,82.0,141.0,,10.0,1093.0,,,54.0,824.0,,24.0,,1135.0,63.0,,,1369.0,,862.0,266.0,345.0,2028.0,1.0,130.0,5.0,39.0,52.0,44.0,2.0,26.0,7.0,104.0,0.0,26.0,2.0,13.0,4.0,,,31.0,,20.0,,11.0,3.0,4.0,24.0,12.0,1.0,0.0,7.0,,7.0,5.0,15.0,,,1.0,,,6.0,45.0,6.0,,4.0,1.0,2.0,,,,7.0,3.0,,16.0,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,
cpl::Football_Player::d1f55ff48211437dbc695c82aa0f9d15,C. Loughrey,Wanderers,Defender,2022,defender,24,1297,0,1,3,0,0,1,11,15,8,0,5,0,59,74.0,27,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0,8.0,130.0,12.0,87.0,19.0,29.0,53.0,45.0,,364.0,213.0,55.0,240.0,5.0,21.0,2.0,,83.0,24.0,1.0,,115.0,,47.0,73.0,,10.0,471.0,,,42.0,311.0,,24.0,,494.0,32.0,,,643.0,,352.0,150.0,138.0,1297.0,1.0,75.0,3.0,21.0,32.0,26.0,1.0,24.0,3.0,55.0,0.0,13.0,12.0,15.0,1.0,,,17.0,,11.0,,6.0,1.0,3.0,14.0,6.0,,,11.0,2.0,3.0,3.0,7.0,,,,,,,28.0,,,1.0,1.0,,1.0,1.0,,5.0,,1.0,12.0,,,,,,,1.0,,,,,,,,,,,,,
cpl::Football_Player::aafb864d45ab43e8849d3cff096d5c07,J. Dixon,Ottawa Fury,Defender,2022,defender,23,1525,0,0,1,0,0,0,32,29,14,0,5,0,64,88.0,22,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.0,14.0,97.0,17.0,172.0,25.0,62.0,61.0,96.0,,685.0,190.0,133.0,372.0,5.0,8.0,2.0,,70.0,23.0,2.0,,203.0,,30.0,103.0,,10.0,769.0,,,76.0,624.0,,23.0,,782.0,21.0,,,977.0,,674.0,133.0,249.0,1525.0,1.0,30.0,4.0,10.0,39.0,71.0,,18.0,4.0,67.0,0.0,14.0,6.0,29.0,9.0,,,48.0,,32.0,,16.0,9.0,7.0,19.0,13.0,0.0,0.0,18.0,,1.0,1.0,5.0,,,5.0,,,3.0,140.0,3.0,,4.0,,,,,,11.0,2.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::bf1559f63d3642679c430ff1f41355a7,G. Mukumbilwa,Pacific,Defender,2022,defender,18,901,0,0,0,0,0,0,20,19,14,1,3,0,82,85.0,9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,14.0,63.0,9.0,117.0,14.0,45.0,23.0,69.0,,331.0,142.0,100.0,218.0,3.0,14.0,,,56.0,18.0,3.0,,81.0,,20.0,61.0,,10.0,390.0,,,48.0,308.0,,18.0,,394.0,25.0,,,659.0,,327.0,137.0,59.0,901.0,3.0,18.0,3.0,10.0,17.0,55.0,,6.0,2.0,45.0,0.0,3.0,9.0,19.0,2.0,,,35.0,,20.0,,15.0,7.0,3.0,11.0,6.0,0.0,0.0,9.0,,,,2.0,,,64.0,24.0,2.0,13.0,112.0,13.0,,11.0,,,,,,16.0,,,5.0,2.0,,,,,1.0,,,,,,,,,,,,,,
cpl::Football_Player::4da84a61c12443e48f9c5d0dd8f2f3ae,K. Dada-Luke,Vancouver FC,Defender,2022,defender,25,1947,1,1,6,0,4,1,46,23,38,0,5,0,54,83.0,31,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.0,38.0,141.0,22.0,279.0,25.0,84.0,21.0,174.0,,644.0,245.0,233.0,320.0,5.0,36.0,4.0,,156.0,25.0,3.0,,280.0,,44.0,102.0,,10.0,770.0,,,105.0,623.0,,25.0,,785.0,31.0,,,1445.0,,630.0,350.0,32.0,1947.0,14.0,28.0,5.0,14.0,46.0,149.0,,26.0,3.0,113.0,0.0,21.0,3.0,23.0,7.0,,,73.0,,46.0,1.0,27.0,38.0,22.0,35.0,12.0,1.0,0.0,11.0,1.0,6.0,2.0,23.0,,,148.0,35.0,14.0,59.0,228.0,59.0,,27.0,1.0,4.0,,1.0,,51.0,2.0,,3.0,14.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,
cpl::Football_Player::f40858671e354d42ad80fd9d251afb6f,R. Rama,Forge,Defender,2022,defender,22,1898,0,0,6,0,2,0,35,39,31,0,10,0,29,82.0,15,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.0,31.0,241.0,22.0,259.0,10.0,107.0,49.0,128.0,,1064.0,571.0,225.0,444.0,10.0,32.0,,,205.0,22.0,8.0,,439.0,,71.0,127.0,,10.0,1252.0,,,131.0,1015.0,,22.0,,1305.0,31.0,,,1972.0,,1012.0,411.0,85.0,1898.0,11.0,71.0,1.0,25.0,34.0,118.0,,14.0,3.0,170.0,0.0,24.0,,39.0,4.0,,,63.0,,35.0,,28.0,24.0,8.0,69.0,17.0,0.0,0.0,25.0,,6.0,4.0,24.0,,,229.0,26.0,2.0,35.0,210.0,35.0,,29.0,,2.0,4.0,,,49.0,4.0,,7.0,2.0,2.0,,,,,,,,,,,,,,,,,,
cpl::Football_Player::d46e06f14e0d47e58d6f5f00e1eabfa9,T. Meilleur-Giguère,Wanderers,Defender,2022,defender,29,2355,1,0,5,0,3,0,24,18,7,2,3,0,61,87.0,28,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.0,7.0,235.0,27.0,162.0,49.0,38.0,118.0,93.0,,1453.0,531.0,82.0,1154.0,3.0,44.0,3.0,,145.0,29.0,8.0,,404.0,,91.0,135.0,,10.0,1666.0,,,69.0,1335.0,,29.0,,1688.0,107.0,,,1963.0,,1433.0,245.0,671.0,2355.0,1.0,138.0,7.0,75.0,80.0,44.0,,21.0,20.0,97.0,0.0,31.0,2.0,18.0,2.0,,,35.0,,24.0,,11.0,2.0,9.0,20.0,14.0,0.0,1.0,12.0,,5.0,2.0,9.0,,,1.0,,,1.0,82.0,1.0,,1.0,,3.0,2.0,,,4.0,,,13.0,,,,,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,
cpl::Football_Player::907ea07d836b4d78a6fd1c95e7081ee6,D. Zator,Cavalry,Defender,2022,defender,28,2506,1,1,15,0,3,1,29,14,14,0,2,0,73,85.0,37,1.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.0,14.0,237.0,28.0,164.0,51.0,29.0,125.0,117.0,,1253.0,536.0,95.0,911.0,2.0,30.0,7.0,,149.0,28.0,7.0,,538.0,,91.0,154.0,,10.0,1450.0,,,47.0,1128.0,,28.0,,1490.0,94.0,,,1837.0,,1215.0,276.0,329.0,2506.0,4.0,123.0,3.0,47.0,69.0,66.0,,34.0,12.0,114.0,0.0,18.0,,14.0,1.0,,,48.0,,29.0,,19.0,5.0,7.0,31.0,14.0,1.0,0.0,5.0,,15.0,12.0,24.0,,,23.0,9.0,2.0,3.0,87.0,3.0,,5.0,1.0,3.0,,1.0,,9.0,2.0,,27.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,
cpl::Football_Player::8a6c8e7f553849f9a237ca5dd408e66d,B. Levis,Atlético,Defender,2022,defender,22,1926,2,1,18,0,8,1,40,39,46,1,6,0,66,83.0,22,1.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.0,46.0,169.0,22.0,313.0,36.0,115.0,51.0,180.0,,808.0,373.0,259.0,412.0,6.0,52.0,3.0,,150.0,22.0,8.0,,53.0,,54.0,169.0,,10.0,945.0,,,133.0,757.0,,22.0,,977.0,33.0,,,1645.0,,782.0,328.0,311.0,1926.0,8.0,56.0,6.0,27.0,54.0,144.0,,16.0,6.0,113.0,1.0,18.0,,39.0,2.0,,,65.0,,40.0,1.0,25.0,33.0,10.0,35.0,19.0,1.0,1.0,23.0,,18.0,10.0,35.0,,1.0,166.0,38.0,2.0,32.0,240.0,35.0,,30.0,1.0,8.0,,,,60.0,7.0,,12.0,2.0,2.0,,,,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,,,,
cpl::Football_Player::9872d0a42804454098f50f548fd3f290,P. Schaale,Wanderers,Defender,2022,defender,20,1297,0,0,14,0,4,0,12,23,2,1,5,0,65,82.0,27,1.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.0,2.0,148.0,14.0,116.0,40.0,32.0,97.0,63.0,,664.0,349.0,55.0,445.0,5.0,22.0,1.0,,108.0,20.0,3.0,,284.0,,44.0,76.0,,10.0,773.0,,,53.0,567.0,,20.0,,812.0,38.0,,,982.0,,628.0,170.0,155.0,1297.0,1.0,85.0,5.0,23.0,61.0,23.0,2.0,22.0,5.0,63.0,0.0,21.0,6.0,23.0,1.0,,,20.0,,12.0,,8.0,2.0,8.0,13.0,7.0,,,13.0,,14.0,10.0,34.0,,,5.0,,1.0,4.0,24.0,4.0,,6.0,,4.0,3.0,,,7.0,4.0,,9.0,1.0,,,,,1.0,,,,,,,,,,,,,,
cpl::Football_Player::44d8646a99894dd88699c278caf5e2c1,B. Bissainthe,Edmonton,Defender,2022,defender,21,1784,2,0,9,0,3,0,33,22,13,1,5,0,55,82.0,36,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.0,13.0,170.0,20.0,154.0,19.0,48.0,82.0,91.0,,769.0,370.0,120.0,487.0,5.0,39.0,6.0,,124.0,21.0,1.0,,377.0,,49.0,123.0,,10.0,903.0,,,63.0,687.0,,21.0,,939.0,69.0,,,1216.0,,739.0,200.0,132.0,1784.0,2.0,95.0,2.0,42.0,34.0,72.0,,34.0,6.0,75.0,2.0,15.0,1.0,22.0,3.0,,,53.0,,33.0,,20.0,6.0,6.0,23.0,16.0,2.0,0.0,14.0,1.0,9.0,6.0,21.0,,,5.0,3.0,,3.0,60.0,3.0,,3.0,,3.0,1.0,,,9.0,,1.0,6.0,,,,,,1.0,,,2.0,,2.0,2.0,,,,,,,,
cpl::Football_Player::c182423a01294fc4a488163b7c07b7f4,G. Metusala,Forge,Defender,2022,defender,25,1588,0,1,3,0,0,1,22,18,13,0,4,0,59,86.0,18,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.0,13.0,154.0,17.0,118.0,19.0,31.0,49.0,74.0,,919.0,380.0,86.0,602.0,4.0,17.0,,,90.0,25.0,5.0,,283.0,,69.0,105.0,,10.0,1040.0,,,44.0,870.0,,25.0,,1073.0,43.0,,,1293.0,,889.0,187.0,333.0,1588.0,,52.0,2.0,19.0,32.0,55.0,,16.0,2.0,102.0,0.0,13.0,8.0,18.0,3.0,,,32.0,,22.0,,10.0,10.0,5.0,19.0,8.0,0.0,0.0,8.0,,3.0,3.0,6.0,,,37.0,10.0,1.0,5.0,77.0,5.0,,,1.0,,3.0,1.0,,5.0,,,5.0,1.0,,,,,,,1.0,,,,,,,,,,,,
cpl::Football_Player::b62c417ac638422ea0b822571917ccd3,K. Yao,Montréal,Defender,2022,defender,26,2275,1,2,8,0,1,2,29,27,10,0,4,0,71,88.0,30,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.0,10.0,177.0,26.0,190.0,61.0,41.0,95.0,125.0,,1228.0,407.0,105.0,968.0,4.0,34.0,3.0,,128.0,26.0,8.0,,531.0,,49.0,120.0,,10.0,1371.0,,,65.0,1133.0,,26.0,,1405.0,69.0,,,1668.0,,1196.0,200.0,398.0,2275.0,3.0,93.0,6.0,22.0,85.0,64.0,9.0,24.0,6.0,84.0,0.0,24.0,,27.0,3.0,,,52.0,,29.0,,23.0,2.0,6.0,14.0,7.0,1.0,0.0,14.0,,8.0,7.0,24.0,,,5.0,4.0,,,69.0,,,,2.0,1.0,,2.0,,4.0,4.0,,16.0,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,
cpl::Football_Player::6981001867ad42d9b6d9bfc216cfab71,D. Samuel,Forge,Defender,2022,defender,21,1016,0,0,2,0,0,0,10,19,30,0,1,0,53,87.0,12,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.0,30.0,107.0,10.0,127.0,23.0,33.0,28.0,74.0,,667.0,297.0,84.0,402.0,1.0,13.0,,,65.0,21.0,1.0,,203.0,,46.0,83.0,,10.0,732.0,,,53.0,639.0,,21.0,,774.0,22.0,,,954.0,,627.0,144.0,208.0,1016.0,1.0,44.0,2.0,19.0,43.0,51.0,,10.0,3.0,63.0,0.0,20.0,11.0,19.0,4.0,,,14.0,,10.0,,4.0,7.0,7.0,9.0,6.0,0.0,0.0,3.0,,2.0,2.0,4.0,,,28.0,7.0,2.0,4.0,66.0,4.0,,2.0,,,,,,10.0,,,7.0,2.0,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::9fa7232743934bf2a022c4fe6a62c1b6,J. Haynes,Valour,Defender,2022,defender,16,889,0,0,2,0,0,0,15,9,2,0,1,0,52,79.0,11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0,2.0,105.0,11.0,68.0,9.0,25.0,26.0,35.0,,374.0,202.0,51.0,235.0,1.0,24.0,2.0,,84.0,16.0,2.0,,16.0,,30.0,50.0,,10.0,464.0,,,33.0,348.0,,16.0,,479.0,23.0,,,687.0,,359.0,141.0,185.0,889.0,,50.0,3.0,22.0,17.0,26.0,,8.0,5.0,55.0,0.0,8.0,5.0,9.0,4.0,,,23.0,,15.0,,8.0,1.0,2.0,11.0,5.0,0.0,0.0,3.0,,2.0,2.0,,,,69.0,11.0,,9.0,76.0,9.0,,3.0,,,,,,8.0,,,3.0,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::58c03096b6c940afacb752b030a52ad2,M. Owolabi-Belewu,Forge,Defender,2022,defender,21,1166,1,0,4,0,1,0,18,17,22,0,2,0,62,87.0,9,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.0,22.0,102.0,12.0,148.0,28.0,37.0,25.0,94.0,,648.0,271.0,103.0,433.0,2.0,18.0,,,65.0,21.0,5.0,,125.0,,40.0,72.0,,10.0,722.0,,,54.0,623.0,,21.0,,750.0,26.0,,,955.0,,623.0,139.0,310.0,1166.0,3.0,30.0,1.0,8.0,45.0,66.0,,8.0,2.0,72.0,1.0,17.0,9.0,17.0,1.0,,,31.0,,18.0,,13.0,13.0,3.0,22.0,11.0,1.0,0.0,10.0,,4.0,3.0,11.0,,,9.0,4.0,,3.0,44.0,3.0,,7.0,,1.0,1.0,,,19.0,2.0,,5.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
cpl::Football_Player::ddaa28ce30bc4ad8888405cb267a86cc,Miguel Acosta,Atlético,Defender,2022,defender,29,2357,1,3,2,0,2,3,58,22,20,0,4,0,34,82.0,27,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.0,20.0,226.0,26.0,226.0,12.0,71.0,97.0,132.0,,995.0,527.0,191.0,659.0,4.0,28.0,5.0,,186.0,29.0,8.0,,526.0,,69.0,140.0,,10.0,1172.0,,,94.0,898.0,,29.0,,1221.0,69.0,,,1781.0,,953.0,355.0,69.0,2357.0,14.0,119.0,5.0,47.0,35.0,120.0,,22.0,18.0,107.0,0.0,23.0,3.0,22.0,2.0,,,91.0,,58.0,1.0,33.0,9.0,9.0,45.0,22.0,0.0,1.0,11.0,,2.0,,15.0,,,127.0,64.0,11.0,29.0,99.0,29.0,,3.0,3.0,2.0,2.0,3.0,,12.0,5.0,,11.0,11.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,
cpl::Football_Player::dc4a336470654dfdb54ac0b100a3f40d,Sergio Camus,Atlético,Defender,2022,defender,11,668,0,0,4,0,1,0,4,8,5,0,3,0,60,89.0,8,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,5.0,35.0,7.0,33.0,6.0,10.0,20.0,19.0,,283.0,95.0,23.0,213.0,3.0,6.0,,,31.0,11.0,1.0,,51.0,,7.0,22.0,,10.0,306.0,,,14.0,263.0,,11.0,,318.0,35.0,,,412.0,,273.0,46.0,148.0,668.0,1.0,26.0,1.0,9.0,10.0,13.0,,7.0,3.0,9.0,0.0,4.0,4.0,8.0,,,,8.0,,4.0,,4.0,,,3.0,3.0,,,3.0,,4.0,3.0,6.0,,,5.0,3.0,,3.0,24.0,3.0,,,,1.0,,,,,1.0,,6.0,,,,,,,1.0,,,,,,,,,,,,,
