playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,SavesMade,TimePlayed,GkSuccessfulDistribution,PenaltiesConceded,SuccessfulLaunches,OpenPlayPasses,CornersWon,BackwardPasses,SuccessfulPassesOppositionHalf,UnsuccessfulLaunches,YellowCards,UnsuccessfulLongPasses,TotalLossesOfPossession,SuccessfulPassesOwnHalf,UnsuccessfulShortPasses,PenaltyGoalsConceded,Punches,TotalPasses,TotalFoulsConceded,SuccessfulShortPasses,GoalsConcededInsideBox,TotalUnsuccessfulPasses(ExclCrosses&Corners),RightsidePasses,KeyPasses(attemptAssists),UnsuccessfulPassesOppositionHalf,PenaltiesSaved,GoalkeeperSmother,Recoveries,Starts,Drops,UnsuccessfulPassesOwnHalf,Touches,Appearances,FoulAttemptedTackle,Catches,GroundDuels,ForwardPasses,TotalTouchesInOppositionBox,Index,DuelsWon,SuccessfulLongPasses,TotalFoulsWon,SavesMadeFromOutsideBox,SavesMade-Parried,AerialDuelsWon,Duels,TotalClearances,SavesMadeFromInsideBox,PenaltiesFaced,GamesPlayed,SavesFromPenalty,SavesMade-Caught,GkUnsuccessfulDistribution,GroundDuelsLost,LeftsidePasses,SuccessfulOpenPlayPasses,TotalSuccessfulPasses(ExclCrosses&Corners),AerialDuels,CleanSheets,DuelsLost,GroundDuelsWon,GoalsConcededOutsideBox,SubstituteOff,TotalRedCards,StraightRedCards,CrossesNotClaimed,OwnGoalScored,SuccessfulDribbles,TotalTackles,Putthrough/blockedDistribution,HandballsConceded,LastManTackle,TacklesWon,Interceptions,Putthrough/blockedDistributionWon,AerialDuelsLost,TacklesLost,ThrowInsToOwnPlayer,SubstituteOn,ShotsOffTarget(incWoodwork),TotalShots,BlockedShots,Blocks,ClearancesOffTheLine,UnsuccessfulCrossesOpenPlay,SuccessfulCrosses&Corners,ThrowInsToOppositionPlayer,SuccessfulCrossesOpenPlay,UnsuccessfulDribbles,UnsuccessfulCrosses&Corners,ThroughBalls,SuccessfulLay-offs,CornersTaken(inclShortCorners),RedCards-2ndYellow,UnsuccessfulCornersIntoBox,Assists(intentional),GoalAssists,Offsides,SuccessfulCornersIntoBox,ShotsOnTarget(IncGoals),AttemptsFromSetPieces,Goals,RightFootGoals,GoalsFromInsideBox,UnsuccessfulLay-offs,HeadedGoals,GoalsFromOutsideBox,LeftFootGoals,FoulWonPenalty,SecondGoalAssists,SetPiecesGoals,PenaltiesTaken,PenaltyGoals,OtherGoals,PenaltiesOffTarget,WinningGoal,HomeGoals,AwayGoals,TimesTackled,GoalKicks,Overruns,LastPlayerTackle,Carries,ProgressiveCarries,TotalBigChancesCreated,TotalBigChancesSaved,FinalThirdTouches,TotalBigChancesScored,TotalBigChancesMissed,GoalsOpenplay
cpl::Football_Player::cad9192d6a9541128a76febb4a58387f,E. Kobza,Cavalry,Defender,2024,defender,20,1043,0,0,5,0,2,0,9,11,11,0,1,0,0,87.0,9,0.78,0,0,0,0,0,0,0,0,64.29,57.5,51.52,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1043.0,,,11.0,792.0,1.0,43.0,252.0,33.0,1.0,66.0,128.0,445.0,47.0,,,810.0,11.0,635.0,9.0,113.0,109.0,1.0,85.0,,,54.0,11.0,,28.0,951.0,20.0,2.0,,47.0,346.0,6.0,10.0,46.0,62.0,11.0,,,17.0,80.0,32.0,,,20.0,,,,18.0,312.0,682.0,697.0,33.0,4.0,34.0,29.0,,,,,,,4.0,14.0,7.0,,,9.0,10.0,4.0,16.0,5.0,18.0,9.0,3.0,5.0,,4.0,1.0,,,4.0,,2.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,,,5.0,,,,,,,,,,,
cpl::Football_Player::130bf1bad34e405d8bf525d7dab36e0f,T. Walker,Atlético,Defender,2024,defender,18,1352,0,0,3,0,2,0,21,20,16,0,1,0,0,85.0,16,1.07,0,0,0,0,0,0,0,0,75.0,58.59,57.89,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1352.0,5.0,,6.0,740.0,1.0,50.0,174.0,31.0,1.0,63.0,145.0,472.0,56.0,1.0,,765.0,20.0,584.0,15.0,119.0,148.0,1.0,80.0,,,58.0,16.0,,41.0,961.0,18.0,8.0,,90.0,271.0,9.0,10.0,75.0,62.0,16.0,,,22.0,128.0,45.0,,,18.0,,,,37.0,296.0,624.0,646.0,38.0,3.0,53.0,53.0,1.0,6.0,,,,,10.0,28.0,17.0,,,21.0,14.0,9.0,16.0,7.0,10.0,2.0,1.0,3.0,,12.0,,2.0,,5.0,,3.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,,,6.0,5.0,,1.0,,,,,,,,
cpl::Football_Player::98cef9b296074f4cbb6253e20e5d86a5,C. Rogozinski,Cavalry,Defender,2024,defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::bb4f3ceb0dea445ba52fbc803fac84dd,Y. Gavas,Wanderers,Defender,2024,defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::fd9ddb9946a84feeb1b5e9a8dd531160,A. Samaké,Valour,Defender,2024,defender,3,270,0,0,3,0,1,0,1,3,1,0,0,0,0,86.0,8,2.67,0,0,0,0,0,0,0,0,25.0,52.38,40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,270.0,,,,113.0,1.0,8.0,44.0,4.0,,10.0,23.0,56.0,7.0,,,117.0,3.0,86.0,6.0,17.0,14.0,,13.0,,,7.0,3.0,,5.0,155.0,3.0,2.0,,16.0,68.0,3.0,10.0,11.0,14.0,1.0,,,2.0,21.0,9.0,,,3.0,,,,7.0,27.0,97.0,100.0,5.0,,10.0,9.0,2.0,,,,,,4.0,4.0,4.0,,,1.0,3.0,2.0,3.0,3.0,1.0,,2.0,3.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,
cpl::Football_Player::a5cbbda67e8146238f0b2a599afb2392,G. Carvalho,Atlético,Defender,2024,defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::9a6571b3737143b79989244b08fbd50d,S. Camargo,Cavalry,Midfielder,2024,midfielder,26,1740,3,4,24,7,15,4,7,15,22,6,1,0,0,85.0,15,0.78,1,0,0,0,0,0,0,0,63.64,39.86,60.87,22.73,0,0,0,0,0,0,0,0,0,0,0,0,0,,1740.0,,,2.0,679.0,13.0,262.0,409.0,3.0,1.0,17.0,236.0,198.0,91.0,2.0,,710.0,15.0,585.0,12.0,108.0,170.0,23.0,105.0,,,124.0,21.0,,20.0,1008.0,26.0,8.0,,125.0,163.0,109.0,10.0,59.0,17.0,22.0,,,14.0,148.0,3.0,,,26.0,,,,80.0,115.0,571.0,602.0,23.0,2.0,89.0,45.0,3.0,16.0,,,,,12.0,11.0,32.0,1.0,,7.0,15.0,16.0,9.0,4.0,5.0,5.0,9.0,24.0,7.0,3.0,,17.0,5.0,,5.0,23.0,17.0,1.0,22.0,1.0,,,2.0,4.0,6.0,,15.0,,3.0,2.0,2.0,1.0,1.0,1.0,,3.0,,,,,,,1.0,1.0,2.0,55.0,,5.0,,,,,,,,,
cpl::Football_Player::83cede75122b41d0aad420f4fb5daf2e,J. Daley,Cavalry,Midfielder,2024,midfielder,17,622,0,0,2,0,0,0,18,15,17,1,4,0,0,84.0,8,1.16,1,0,1,0,0,0,0,0,75.0,53.66,33.33,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,622.0,,,2.0,301.0,3.0,81.0,159.0,14.0,4.0,18.0,90.0,111.0,35.0,1.0,,320.0,15.0,260.0,6.0,53.0,69.0,6.0,49.0,,,41.0,7.0,,11.0,451.0,17.0,10.0,,70.0,106.0,11.0,10.0,44.0,7.0,17.0,,,4.0,82.0,2.0,,,17.0,,,,30.0,64.0,249.0,267.0,12.0,,38.0,40.0,2.0,7.0,,,,,1.0,24.0,14.0,,,18.0,6.0,6.0,8.0,6.0,14.0,10.0,2.0,2.0,4.0,2.0,,7.0,3.0,3.0,3.0,2.0,7.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,7.0,,1.0,,,,,,,,,
cpl::Football_Player::0f32aad5bf304f70bb295ab41b41b4d9,M. Henry,Cavalry,Midfielder,2024,midfielder,9,419,2,0,10,2,7,0,2,10,11,1,1,0,0,85.0,4,0.86,0,0,2,0,0,0,0,0,20.0,43.28,28.57,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,,419.0,,,1.0,137.0,3.0,33.0,83.0,,1.0,1.0,60.0,39.0,22.0,1.0,,144.0,10.0,113.0,4.0,23.0,39.0,8.0,28.0,,,12.0,5.0,,1.0,246.0,9.0,8.0,,60.0,39.0,13.0,10.0,29.0,8.0,11.0,,,2.0,67.0,4.0,,,9.0,,,,33.0,33.0,115.0,121.0,7.0,,38.0,27.0,,5.0,,,,,6.0,10.0,7.0,,,2.0,2.0,4.0,5.0,8.0,2.0,4.0,3.0,10.0,4.0,,,6.0,1.0,,1.0,6.0,6.0,,5.0,,,,,,1.0,,7.0,,2.0,1.0,2.0,,,,1.0,,,,,,,,1.0,0.0,2.0,17.0,,1.0,,,,,,,,,
cpl::Football_Player::edcfdeb0583a4f25b44f57a7e66b2d6d,L. Callegari,Wanderers,Midfielder,2024,midfielder,25,2091,0,3,7,3,3,3,54,45,27,1,4,1,0,91.0,35,1.51,32,0,0,0,0,0,0,0,77.14,53.04,58.82,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,2091.0,,,2.0,1621.0,8.0,330.0,747.0,7.0,4.0,46.0,250.0,787.0,114.0,2.0,,1679.0,45.0,1408.0,31.0,160.0,458.0,32.0,149.0,,,192.0,24.0,,45.0,2046.0,25.0,29.0,,213.0,441.0,8.0,10.0,131.0,111.0,27.0,,,20.0,247.0,20.0,,,25.0,,,,102.0,450.0,1465.0,1519.0,34.0,4.0,116.0,111.0,4.0,2.0,1.0,1.0,,,14.0,70.0,38.0,,,54.0,47.0,26.0,14.0,16.0,10.0,1.0,4.0,7.0,4.0,3.0,,10.0,15.0,1.0,4.0,11.0,34.0,8.0,30.0,32.0,,13.0,3.0,3.0,1.0,8.0,3.0,1.0,,,,,,,,,1.0,,,,,,0.0,,,26.0,,2.0,,,,,,,,,
cpl::Football_Player::64ff8ebb61c74060b52ab17341495a05,M. Ferrin,Wanderers,Midfielder,2024,midfielder,27,2126,6,2,48,8,27,2,22,26,79,3,0,0,0,83.0,32,1.35,3,0,1,1,1,0,0,0,64.71,57.0,55.17,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,,2126.0,,,,619.0,17.0,169.0,398.0,7.0,,16.0,253.0,122.0,94.0,2.0,,628.0,26.0,513.0,27.0,110.0,239.0,19.0,109.0,,,78.0,24.0,,20.0,1106.0,27.0,13.0,,249.0,173.0,97.0,10.0,175.0,5.0,79.0,,,32.0,307.0,20.0,,,27.0,,,,106.0,47.0,509.0,518.0,58.0,2.0,132.0,143.0,5.0,13.0,,,,,31.0,34.0,33.0,,,22.0,14.0,18.0,26.0,12.0,11.0,3.0,21.0,48.0,16.0,3.0,,16.0,2.0,2.0,1.0,32.0,19.0,3.0,10.0,3.0,,2.0,2.0,2.0,3.0,1.0,27.0,7.0,6.0,4.0,6.0,4.0,1.0,,1.0,3.0,1.0,,1.0,1.0,,,0.0,5.0,1.0,72.0,,8.0,,,,,,,,,
cpl::Football_Player::665cea6eccc741f8aef577d5196aa0be,J. McGlinchey,Cavalry,Midfielder,2024,midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::29146de022e149ceb100b57434a926f9,S. Rea,Wanderers,Midfielder,2024,midfielder,14,734,1,0,12,1,5,0,6,10,9,2,3,0,0,82.0,13,1.59,6,0,0,0,0,0,0,0,60.0,41.11,0.0,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,,734.0,,,,288.0,7.0,84.0,155.0,,3.0,7.0,130.0,97.0,49.0,,,299.0,10.0,235.0,11.0,56.0,52.0,9.0,64.0,,,24.0,9.0,,6.0,483.0,14.0,5.0,,88.0,89.0,24.0,10.0,37.0,8.0,9.0,,,,90.0,,,,14.0,,,,51.0,74.0,233.0,243.0,2.0,,53.0,37.0,2.0,9.0,,,,,18.0,10.0,14.0,,,6.0,6.0,6.0,2.0,4.0,5.0,5.0,7.0,12.0,16.0,,,12.0,9.0,,6.0,20.0,14.0,,11.0,6.0,,2.0,,,2.0,2.0,5.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,0.0,1.0,0.0,36.0,,1.0,,,,,,,,,
cpl::Football_Player::6f78048ef6fe4d51aa66aa87e5fbf0c5,A. Daniels,Wanderers,Midfielder,2024,midfielder,26,1257,0,1,9,1,6,1,16,10,15,0,1,0,0,84.0,26,1.86,6,0,0,0,0,0,0,0,69.57,44.78,46.67,19.23,0,0,0,0,0,0,0,0,0,0,0,0,0,,1257.0,,,1.0,535.0,6.0,135.0,276.0,6.0,1.0,20.0,192.0,201.0,74.0,2.0,,562.0,10.0,437.0,22.0,94.0,131.0,19.0,92.0,,,57.0,14.0,,21.0,801.0,26.0,6.0,,119.0,160.0,20.0,10.0,60.0,31.0,15.0,,,7.0,134.0,9.0,,,26.0,,,,66.0,136.0,445.0,468.0,15.0,1.0,74.0,53.0,4.0,10.0,,,,,16.0,23.0,23.0,,,16.0,4.0,9.0,8.0,7.0,17.0,12.0,3.0,9.0,7.0,3.0,,14.0,9.0,,5.0,22.0,19.0,2.0,10.0,6.0,,3.0,1.0,1.0,,2.0,6.0,1.0,,,,1.0,,,,,,,,,,,0.0,,,46.0,,4.0,,,,,,,,,
cpl::Football_Player::423863e33e8f4745b70e6092f11a184d,B. Fisk,Vancouver,Midfielder,2024,midfielder,21,630,0,0,6,0,2,0,3,10,11,0,0,0,0,76.0,16,2.29,19,0,0,0,0,0,0,0,30.0,40.3,28.57,12.77,0,0,0,0,0,0,0,0,0,0,0,0,0,,630.0,,,,265.0,6.0,62.0,141.0,5.0,,18.0,131.0,80.0,50.0,2.0,,276.0,10.0,198.0,16.0,68.0,53.0,11.0,92.0,,,45.0,6.0,,13.0,403.0,21.0,2.0,,53.0,82.0,19.0,10.0,27.0,10.0,11.0,,,4.0,67.0,3.0,,,21.0,,,,30.0,79.0,199.0,208.0,14.0,,40.0,23.0,,6.0,,,,,2.0,10.0,12.0,1.0,,3.0,2.0,3.0,10.0,7.0,3.0,15.0,4.0,6.0,3.0,1.0,,21.0,13.0,,6.0,4.0,37.0,,4.0,19.0,,11.0,,,,4.0,2.0,,,,,1.0,,,,,,,,,,,0.0,,,11.0,,,,,,,,,,,
cpl::Football_Player::6aa0420a7a3448a49b34c863c5b11ce4,N. Myroniuk,Cavalry,Midfielder,2024,midfielder,11,364,0,1,3,1,1,1,6,7,5,0,1,0,0,70.0,2,0.49,1,0,0,0,0,0,0,0,50.0,41.54,33.33,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,364.0,,,1.0,102.0,6.0,43.0,49.0,2.0,1.0,3.0,73.0,23.0,29.0,,,104.0,7.0,71.0,2.0,32.0,25.0,3.0,35.0,,,18.0,4.0,,4.0,212.0,11.0,1.0,,50.0,25.0,12.0,10.0,27.0,1.0,5.0,,,5.0,65.0,4.0,,,11.0,,,,28.0,11.0,70.0,72.0,15.0,,38.0,22.0,,4.0,,,,,5.0,12.0,22.0,,,6.0,4.0,13.0,10.0,6.0,2.0,7.0,2.0,3.0,2.0,,,7.0,,1.0,,5.0,7.0,,3.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,0.0,,,15.0,,,,,,,,,,,
cpl::Football_Player::ad84db4f538d40f0b2ef200c7a5ed403,Renan Garcia,Vancouver,Midfielder,2024,midfielder,27,2247,0,0,21,0,9,0,35,47,10,0,6,0,0,85.0,39,1.56,0,0,0,0,0,0,0,0,53.85,47.13,51.76,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2247.0,,,6.0,1059.0,4.0,132.0,430.0,24.0,6.0,37.0,217.0,497.0,133.0,4.0,,1095.0,47.0,855.0,37.0,170.0,269.0,14.0,97.0,,,142.0,26.0,,79.0,1458.0,27.0,32.0,,176.0,361.0,21.0,10.0,123.0,70.0,10.0,,,44.0,261.0,59.0,,,27.0,,,,97.0,333.0,890.0,925.0,85.0,4.0,138.0,79.0,2.0,8.0,,,,,5.0,65.0,54.0,2.0,,35.0,32.0,29.0,41.0,30.0,,1.0,12.0,21.0,9.0,14.0,,6.0,2.0,1.0,2.0,6.0,6.0,,6.0,,,,,,,,9.0,6.0,,,,,,,,,,,,,,,0.0,,,18.0,,,,,,,,,,,
cpl::Football_Player::6b46d359901b4fcdbbc99c0d60edd8fe,Vitor Dias,Wanderers,Midfielder,2024,midfielder,18,490,1,1,7,2,2,1,6,8,22,2,0,0,0,79.0,9,1.65,3,0,0,0,0,0,0,0,54.55,51.89,54.55,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,,490.0,,,1.0,211.0,5.0,48.0,130.0,1.0,,6.0,100.0,43.0,42.0,,,220.0,8.0,163.0,6.0,48.0,41.0,7.0,38.0,,,35.0,4.0,,12.0,364.0,18.0,4.0,,95.0,72.0,32.0,10.0,55.0,9.0,22.0,,,6.0,106.0,1.0,,,18.0,,,,46.0,59.0,163.0,172.0,11.0,,51.0,49.0,3.0,4.0,,,,,16.0,11.0,13.0,,,6.0,4.0,4.0,5.0,5.0,4.0,14.0,5.0,7.0,2.0,2.0,,1.0,1.0,1.0,1.0,12.0,2.0,2.0,5.0,3.0,,1.0,1.0,1.0,2.0,,2.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,0.0,1.0,0.0,30.0,,,,,,,,,,,
cpl::Football_Player::ea993e84d28d42ad8bdef8cff90110c3,J. Gagnon-Laparé,Wanderers,Midfielder,2024,midfielder,23,1264,0,2,10,2,4,2,18,27,28,0,10,1,0,85.0,23,1.64,10,0,1,0,0,0,0,0,58.06,50.32,70.0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,,1264.0,,,,618.0,7.0,171.0,286.0,3.0,10.0,20.0,162.0,275.0,79.0,2.0,,656.0,27.0,516.0,20.0,99.0,194.0,11.0,86.0,,,66.0,16.0,,30.0,882.0,23.0,10.0,,135.0,179.0,26.0,10.0,78.0,41.0,28.0,,,14.0,155.0,13.0,,,23.0,,,,71.0,112.0,524.0,557.0,20.0,,77.0,64.0,3.0,14.0,1.0,1.0,,,5.0,31.0,21.0,2.0,,18.0,14.0,11.0,6.0,13.0,6.0,7.0,6.0,10.0,5.0,2.0,1.0,6.0,4.0,,3.0,3.0,17.0,3.0,12.0,10.0,,7.0,1.0,2.0,,1.0,4.0,,,,,1.0,,,,,,,,,,,0.0,,,28.0,,2.0,,,,,,,,,
cpl::Football_Player::88ac022bf06149f1be2ce2ab7f3c087c,Z. Verhoven,Vancouver,Midfielder,2024,midfielder,4,96,0,0,1,0,0,0,3,9,3,0,2,0,0,78.0,2,1.88,0,0,0,0,0,0,0,0,60.0,33.33,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,96.0,,1.0,,44.0,2.0,10.0,23.0,,2.0,,24.0,11.0,10.0,1.0,,44.0,9.0,32.0,2.0,10.0,10.0,3.0,9.0,,,3.0,,,3.0,91.0,4.0,8.0,,35.0,14.0,8.0,10.0,12.0,2.0,3.0,,,,36.0,2.0,,,4.0,,,,23.0,10.0,34.0,34.0,1.0,,24.0,12.0,,,,,,,4.0,5.0,2.0,,,3.0,1.0,1.0,1.0,2.0,6.0,4.0,1.0,1.0,1.0,,,2.0,,,,5.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,10.0,,,,,,,,,,,
cpl::Football_Player::b78b9cf10b374d23824749c6e410990c,E. Adekugbe,Inter Toronto,Midfielder,2024,midfielder,29,2171,1,2,6,3,2,2,31,32,39,1,9,0,0,90.0,31,1.29,2,0,1,0,0,0,0,0,59.62,62.23,57.14,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,,2171.0,,1.0,9.0,1522.0,4.0,187.0,603.0,24.0,9.0,52.0,201.0,809.0,109.0,2.0,,1572.0,32.0,1299.0,26.0,161.0,461.0,7.0,111.0,,,121.0,23.0,,55.0,1831.0,29.0,16.0,,153.0,452.0,14.0,10.0,117.0,112.0,39.0,,,20.0,188.0,34.0,,,29.0,,,,56.0,472.0,1364.0,1411.0,35.0,6.0,71.0,97.0,5.0,4.0,,,,,7.0,52.0,17.0,,,31.0,21.0,11.0,15.0,21.0,3.0,6.0,4.0,6.0,2.0,11.0,3.0,4.0,1.0,,1.0,2.0,5.0,,7.0,2.0,,,1.0,2.0,1.0,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,0.0,1.0,0.0,9.0,,,,,,,,,,,
cpl::Football_Player::d80c8273244649a0841591e849fc3590,D. Gutiérrez,Cavalry,Midfielder,2024,midfielder,29,2148,0,0,16,0,2,0,53,22,23,1,6,0,0,90.0,23,0.96,12,0,1,0,0,0,0,0,68.83,55.07,43.75,20.83,0,0,0,0,0,0,0,0,0,0,0,0,0,,2148.0,,,5.0,1247.0,2.0,275.0,622.0,16.0,6.0,32.0,223.0,538.0,109.0,3.0,,1292.0,22.0,1065.0,20.0,141.0,371.0,31.0,108.0,,,155.0,24.0,,49.0,1659.0,29.0,15.0,,211.0,324.0,27.0,10.0,125.0,86.0,23.0,,,7.0,227.0,22.0,,,29.0,,,,93.0,322.0,1106.0,1151.0,16.0,5.0,102.0,118.0,3.0,10.0,,,,,18.0,77.0,40.0,,,53.0,23.0,21.0,9.0,24.0,11.0,5.0,14.0,16.0,9.0,3.0,1.0,9.0,9.0,,5.0,15.0,16.0,1.0,22.0,12.0,,5.0,,,1.0,3.0,2.0,2.0,,,,1.0,,,,,,,,,,,0.0,,,39.0,,2.0,,,,,,,,,
cpl::Football_Player::045e23648de340b18402e45860ddb268,G. McDonnell,Vancouver,Midfielder,2024,midfielder,17,407,0,2,4,2,2,2,9,5,11,0,1,0,0,79.0,12,2.65,1,0,0,0,0,0,0,0,60.0,44.44,23.53,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,,407.0,,,1.0,101.0,7.0,25.0,61.0,2.0,1.0,4.0,69.0,20.0,18.0,1.0,,102.0,5.0,78.0,11.0,22.0,24.0,2.0,24.0,,,20.0,3.0,,4.0,223.0,17.0,3.0,,64.0,32.0,21.0,10.0,36.0,2.0,11.0,,,4.0,81.0,5.0,,,17.0,,,,32.0,21.0,79.0,80.0,17.0,,45.0,32.0,1.0,3.0,,,,,6.0,15.0,15.0,,,9.0,2.0,7.0,13.0,6.0,3.0,14.0,2.0,4.0,3.0,,,6.0,1.0,1.0,1.0,16.0,6.0,,,1.0,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,0.0,,,21.0,,3.0,,,,,,,,,
cpl::Football_Player::d3d6fda71a9e4981abbb1d3785bc0dee,C. Trafford,Cavalry,Midfielder,2024,midfielder,22,892,1,0,8,1,4,0,25,30,33,0,3,0,0,88.0,9,0.91,0,0,0,0,0,0,0,0,75.76,60.51,72.22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,892.0,,,1.0,592.0,1.0,116.0,236.0,7.0,3.0,16.0,111.0,299.0,63.0,,,614.0,30.0,511.0,7.0,79.0,149.0,6.0,56.0,,,72.0,11.0,,25.0,798.0,22.0,15.0,,121.0,195.0,12.0,10.0,95.0,24.0,33.0,,,26.0,157.0,18.0,,,22.0,,,,52.0,154.0,514.0,535.0,36.0,,62.0,69.0,2.0,9.0,,,,,3.0,33.0,22.0,4.0,,25.0,16.0,15.0,10.0,8.0,,11.0,4.0,8.0,1.0,4.0,,2.0,,,,7.0,2.0,,6.0,,,,,,,,4.0,,1.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,0.0,17.0,,1.0,,,,,,,,,
cpl::Football_Player::f52a8b692a56475c9c08c17236a42e86,S. Shome,Cavalry,Midfielder,2024,midfielder,30,2504,0,1,11,1,3,1,32,35,20,0,4,0,0,86.0,26,0.93,0,0,0,0,0,0,0,0,61.54,54.63,62.5,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,,2504.0,,,7.0,1008.0,7.0,161.0,507.0,12.0,4.0,31.0,236.0,370.0,122.0,3.0,,1028.0,35.0,839.0,22.0,153.0,266.0,26.0,118.0,,,104.0,29.0,,45.0,1414.0,30.0,21.0,,179.0,355.0,36.0,10.0,124.0,36.0,20.0,,,30.0,227.0,28.0,,,30.0,,,,85.0,246.0,855.0,875.0,48.0,6.0,103.0,94.0,4.0,10.0,,,,,22.0,52.0,46.0,2.0,,32.0,37.0,28.0,18.0,20.0,32.0,1.0,8.0,11.0,6.0,3.0,,10.0,2.0,5.0,2.0,10.0,10.0,1.0,6.0,,,,,1.0,,,3.0,,,,,2.0,,,,,,,,,,,0.0,,,30.0,,1.0,,,,,,,,,
